kpc_r,error vcirc kms
0.4072717019375,1500000.0
1.221815106875,1500000.0
2.0363585118125,1500000.0
2.8712655016875,1500000.0
3.6858089066249997,1500000.0
4.5207158965000005,1500000.0
5.355622886375,1500000.0
6.1701662913125,1500000.0
6.9847096951875,1500000.0
7.8196166850625,1500000.0
8.6545236749375,1500000.0
9.489430664812499,1500000.0
10.30397406975,1500000.0
