rel_err_q,rel_err_omega,rel_err_sigmagas,rel_err_sigmatot,rel_err_sigmasfr,rel_err_T
0.11890722893893547,0.04654196412675137,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.08895085286088324
0.1311191733421902,0.042011954652076994,0.34021238013398886,0.2096239171520545,0.2096239171520545,0.08772095086931349
0.1324495245430842,0.06320865531618174,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.08652459614426067
0.12193348245781234,0.06853248878461303,0.34021238013398886,0.2096239171520545,0.2096239171520545,0.08536043458157572
0.11393477574222101,0.07293544770657719,0.34021238013398886,0.20962391715205453,0.2096239171520545,0.08422718398580314
0.11744072154912495,0.07345221964269927,0.3402123801339888,0.2096239171520545,0.20962391715205453,0.08312362935939956
0.12358815450769259,0.08005271502171168,0.3402123801339888,0.2096239171520545,0.20962391715205453,0.08204861855749024
0.13573521541560019,0.08050514051205367,0.3402123801339888,0.2096239171520545,0.20962391715205447,0.0810010582754945
0.16527771967063132,0.08382171154055,0.3402123801339888,0.2096239171520545,0.2096239171520545,0.0799799103402454
0.18757416035461608,0.08656265273525374,0.34021238013398886,0.2096239171520545,0.20962391715205456,0.0789841882781552
0.182426029314454,0.07978475720876231,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07801295413657933
0.1656419561459581,0.07096857148641766,0.34021238013398886,0.2096239171520545,0.2096239171520545,0.07706531553684953
0.1518382069732847,0.06638400285928567,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07614042293951354
0.14622926611848336,0.06389864785868701,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07523746710416528
0.14552641053815224,0.06168637909725508,0.3402123801339888,0.2096239171520545,0.2096239171520545,0.07435567672790136
0.1469851749451917,0.06398030133977957,0.3402123801339888,0.20962391715205453,0.20962391715205453,0.07349431624791886
0.153977644597814,0.06604237360389925,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07265268379509661
0.16597197341048878,0.06475778846129539,0.34021238013398886,0.20962391715205453,0.20962391715205453,0.07183010928659403
0.16924837467326975,0.06125485728941067,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07102595264657288
0.15635524576697923,0.06013851973064036,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.07023960214511295
0.13721231678848864,0.058099188493420995,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.06947047284626147
0.1242381876548625,0.05785418835944395,0.34021238013398886,0.2096239171520545,0.20962391715205453,0.06871800515694229
