radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pb,err_pb,po,err_po,pB,err_pB
0.421090909090909,21.003635489055263,6.752865328114153,12.413948674683331,3.8104870220072726,52.35509117235791,7.760100855072508,-11.085095550486816,48.98181613485483,-5.780640606426477,0.9163708847494377,-5.522650099665273,-2.5369538687269007
0.5895272727272727,15.654316099468017,5.030543960244755,8.228747202487613,2.5212693874560332,34.04777150556816,5.019015134737516,-9.354153659008807,49.923335089517394,-3.31346618482463,0.9518053282710942,-3.084730038627111,-1.418331018769248
0.7860363636363636,12.72116954219175,4.08569041984073,6.169214249153326,1.8802125600478428,23.861439839417972,3.4485705316927877,-8.334538536954891,50.39754375682618,-2.2235012460557857,1.0652467475699208,-1.9978193071497647,-0.9107925920511634
0.9825454545454544,11.622922577820445,3.7309323162861734,4.9281015727095365,1.5057783235682602,17.116547478532954,2.511527362546556,-6.779115990515021,50.978647403836064,-2.129701284958978,1.2657718099666784,-1.9172976709747964,-0.8779450047211529
1.2071272727272726,11.340870999645496,3.6381904052695373,4.205248499158721,1.2908947841528118,12.684927609671101,1.9038959168556062,-5.3950100563360115,51.36584944881088,-2.414933294831799,1.5636711149269358,-2.2093213901116044,-1.0195721698473659
1.4597818181818183,11.219021380930755,3.596722063833642,3.7830012966210185,1.1644950274516208,9.860699248422565,1.4996523962087807,-4.467777481894609,51.56055185632885,-2.763812132980655,1.9162602570454583,-2.5545021288473095,-1.1839789613203475
1.7264727272727272,11.570406874140861,3.7068682528676047,3.5996512645660235,1.1112945185472338,7.872876432484519,1.213388230016557,-3.841893605834266,51.676644610166335,-3.4123562287750144,2.4099622997829804,-3.1968356258158748,-1.4878588963769328
2.035272727272727,11.937148645709431,3.821477273665524,3.4873628501322123,1.0782336465635027,6.344286575570957,0.9846805158504579,-3.557420974982581,51.736586784406825,-4.1520419994918365,3.0483151760421343,-3.946116397490933,-1.838929394672663
2.3581090909090907,12.438916612457449,3.979087276174414,3.397167115252221,1.0552891502105761,5.059495563671559,0.8002726630441795,-3.0733709742361794,51.801236601251176,-5.2410558482448755,3.9703339837610683,-5.11395531610143,-2.396993418283052
2.7230545454545454,12.796915598532683,4.090237904260833,3.3335959656529495,1.0375198654160074,4.075548074367545,0.6494937693491671,-2.7961063723059834,51.83610961462051,-6.15404176325926,5.213379809812947,-6.208416176060443,-2.9115249845426994
3.1301090909090905,13.15339499614464,4.2004914521740755,3.3063990998277486,1.0292954705036488,3.2521776129878948,0.5188192169763918,-2.619820796558294,51.85773445149935,-6.954508866404857,7.039235426601784,-7.380271283600274,-3.450305247087766
3.5652363636363638,12.867810966194122,4.105624382997727,3.04666069223301,0.9518853387200168,2.537835866515097,0.4104369028842977,-2.362256149772921,51.88762202971864,-7.225833213856408,8.747843547994817,-8.088575918524093,-3.7816794811764876
4.056509090909091,12.61670487509128,4.021661298197211,2.7442856787699608,0.8657830724256095,1.7713563521393696,0.2966938122635987,-1.9923789674330288,51.922258901142406,-7.454000856623516,11.835058438073725,-9.267541419566701,-4.3533527182331015
4.589890909090909,13.212736496889349,4.207529065436655,2.49783516027627,0.8109279643421714,0.380996102545849,0.07010263054934561,-1.5617859647007066,51.958001148364964,-4.272862906247964,31.465559647113192,-11.94362515131433,-5.780275642786936
5.179418181818182,13.478979792150808,4.2879508030418805,2.3316094301724535,0.770991157315892,0.0,0.0,-1.260547677473724,51.974927105300885,nan,nan,-12.670586660247825,-6.2545466018801354
5.8250909090909095,13.764750509463463,4.3743030138876575,2.4976048939884494,0.8000273016074801,0.4192689304775368,0.07364366967066609,-1.4970582506447871,51.96427525032763,-3.9011437080933904,30.226646874083183,-10.081046518899367,-4.728417996100061
6.526909090909092,14.375653139203497,4.563630545884959,2.6446185111694254,0.8321131315772587,0.545855382974737,0.090079852860515,-1.4594054378929289,51.96396455057118,-3.994441044094391,27.557733433643882,-8.900119835895387,-4.0220865826392735
