radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pb,err_pb,po,err_po,pB,err_pB
1.087921325776271,514.9197499811264,183.64127694035994,151.16342154547922,51.207549340301036,0.0,0.0,36.05594407471653,5.644411824804956,nan,nan,62.96889058594418,11.228755095764486
1.8534955916271183,324.0528247433098,114.2370859688942,76.04174484678173,25.717575625923242,0.0,0.0,36.76758101219622,6.196372138340537,nan,nan,62.02620029434803,11.464253238690219
2.578776474169491,193.23018382403112,66.74887798033357,42.61492353186864,14.232223190091812,14.292482393878226,2.390384497859947,36.920247013618905,6.511977104138015,45.47523712497373,4.320913227890525,50.580537836709745,13.462379237800173
3.3443507400203387,110.02445304270591,37.070701594614185,23.553357801692304,7.709370314904995,21.55780753761901,3.563355543276784,36.987642784419876,6.610404285654223,40.37359795890521,8.340903482462592,38.741929799088325,13.180271895425644
4.109925005871186,74.48016668115596,24.536670166365337,14.48109867284635,4.703270297213244,16.57860637370751,2.812637540142174,37.1823070228596,7.198786436965649,36.10209365808488,8.994136527019522,33.09530647782946,12.404982660696026
4.875499271722034,61.4831527211149,19.80008245462505,10.255520473664626,3.3726093673362882,11.38622364723611,2.1088376144085403,37.42905519102774,8.581934999256394,37.08733040732591,1.4973064453046792,34.17970043817477,13.13125631782674
5.5604867735728805,56.36296760487512,17.87796471595373,9.270637511027,2.982031206344983,10.924768228939165,1.9349337636570165,37.44828758810145,8.162518574429027,34.10674015834223,1.6931744455429436,30.41953029885561,11.96928944773284
6.326061039423728,56.62208623847541,17.727954911013093,9.530870682179534,2.962033626285274,10.548250059790451,1.7031766297413133,37.41631432368216,7.136468882039899,32.389700049680656,1.6029457057407697,27.804274945544638,10.682422715740016
7.091635305274576,52.79906120960784,16.269569290365304,8.228747418714118,2.5469573075953504,8.336514784135058,1.379835592674564,37.5177010699689,7.526413371905224,33.146378598547585,2.25431568677681e-16,28.179836024107875,10.816561850329979
7.816916187816948,47.94498159972391,14.526724236566208,6.708710385709193,2.1082803587121455,6.26743047416723,1.129666596478156,37.63692634088079,8.653627850530228,34.46679575673739,3.253475753824099e-26,29.402207701051015,11.56943165221088
8.582490453667795,42.488538617876024,12.562215477702313,5.770156584519285,1.7869328492065049,6.288069962331382,1.137635510979157,37.66586613904309,8.80341663661924,31.160647780906103,1.2290985142024533e-36,25.97326571170048,10.594474592656278
9.307771337518645,40.30875920372815,11.718539603187827,5.76515602950131,1.7076697063832698,7.155346387283762,1.1664570156647605,37.61463327790027,7.6517226686809225,26.422635309509012,9.981706259913932e-37,21.074057316002378,8.447294006501009
10.073345603369493,39.211176447929745,11.230638491664049,6.0757699454091,1.7165201631951785,8.065044860019126,1.1540379831838188,37.524749629229035,6.265639484136154,22.018739962604453,1.58081187957064e-13,16.487371003565944,6.341824871020553
10.79862648722034,35.63259819466509,10.056844286709378,5.692397876417606,1.5651774040370352,8.236241269315036,1.1085686861406612,37.48672864232079,5.644115110019385,18.213379235533683,8.372804961961354e-14,12.92694169741524,4.8812017365576255
11.523907369762712,30.550996643518605,8.425955057283927,4.985244135741262,1.3322512318041817,8.056829350635894,1.0468844899847218,37.458981451387224,5.2875894415818365,14.547154212961281,9.229618681439994e-14,9.785267026388095,3.638561144924221
12.329775018922032,25.685657592696302,6.806530560831001,4.213667587162564,1.083512847564579,7.430240714176574,0.953762201314754,37.45185327162916,5.167614063648436,12.048235257240972,1.0059476460958844e-13,7.718437842264972,2.8218808606986854
13.095349287389828,22.11758041690688,5.620689961852034,3.6342283952752794,0.9010887760706374,6.727030845214177,0.8651647896605966,37.449662078020246,5.199332563592045,10.762192623790753,1.0629109667501828e-13,6.665252402237017,2.4038123043605606
13.820630163389827,18.475000537303046,4.482119688198749,3.0418524329309924,0.7255425017504661,6.032565306419142,0.7779722524280198,37.4469205069447,5.2737531903774615,9.363164666352258,6.792756363728984e-142,5.58872511896802,1.9922126629809187
14.545911052474574,15.792664350069291,3.6441138911896687,2.6016328815715193,0.5966402944283026,5.4248563521842135,0.7047794584496991,37.44617982088291,5.406606884373981,8.473667152269933,0.0,4.919928112054635,1.7371557726556948
15.311485317016947,14.069696419678468,3.128287669017234,2.2847207075836256,0.5110132426388334,4.855737374994784,0.6448389024516362,37.46544252298167,5.594105543841055,8.088023443621372,0.0,4.614141658242318,1.6227165711897207
16.036766206101696,13.03619415111585,2.8229873118150888,2.081646552445243,0.4586114295964652,4.436897595770739,0.6031799953816015,37.48729391770349,5.7772485387269175,7.955187904484147,1.303371778630706e-13,4.4922121781976,1.5781395734480124
16.80234047064407,11.091231386382727,2.3536678476008976,1.7365366640423852,0.3790427419093976,3.987784425842418,0.5520798520614308,37.512052300501026,5.959250732154769,6.945484875238115,1.432591063732862e-13,3.7848516287165417,1.331598963851477
17.56791473518644,9.520658275935409,1.990916091555399,1.4795477057601405,0.31930488112870165,3.676488077526398,0.5063978514501404,37.52119998929909,5.960178339744165,5.9143245904048,0.0,3.0502158728854103,1.0648676668247947
18.33348899972881,7.714497236809442,1.602306577062764,1.2043883911995508,0.25732256835899886,3.4078616788815177,0.46013584237594557,37.51558104305752,5.832073032502443,2.44021273201183e-07,0.0,2.130544038422065,0.7335138037349042
