sigma_tot_up52,,sigma_tot_up72,,sigma_HI,,sigma_H2,,vcirc_kam,,vcirc_koch,,sigma_sfr,
r kpc,sigma_tot_up52,r kpc,sigma_tot_up72,r kpc,sigma_HI,r kpc,sigma_H2,r kpc,kms_vcirc_Kam,arcsec_r,kms_vcirc_Koch,r kpc,sigma_sfr
0.695930407,182.9977018,0.695930407,253.3814333,,,,,,,,,,
0.697930207,182.7925119,0.697930207,253.0973242,,,,,,,,,,
0.699930007,182.5875521,0.699930007,252.8135336,,,,,,,,,,
0.701929807,182.382822,0.701929807,252.5300613,,,,,,,,,,
0.703929607,182.1783215,0.703929607,252.2469068,,,,,,,,,,
0.705929407,181.9740504,0.705929407,251.9640697,,,,,,,,,,
0.707929207,181.7700082,0.707929207,251.6815499,,,,,,,,,,
0.709929007,181.5661949,0.709929007,251.3993468,,,,,,,,,,
0.711928807,181.3626101,0.711928807,251.1174601,,,,,,,,,,
0.713928607,181.1592535,0.713928607,250.8358895,,,,,,,,,,
0.715928407,180.956125,0.715928407,250.5546346,,,,,,,,,,
0.717928207,180.7532243,0.717928207,250.2736951,,,,,,,,,,
0.719928007,180.550551,0.719928007,249.9930706,,,,,,,,,,
0.721927807,180.348105,0.721927807,249.7127608,,,,,,,,,,
0.723927607,180.145886,0.723927607,249.4327652,,,,,,,,,,
0.725927407,179.9438937,0.725927407,249.1530836,,,,,,,,,,
0.727927207,179.742128,0.727927207,248.8737156,,,,,,,,,,
0.729927007,179.5405884,0.729927007,248.5946609,,,,,,,,,,
0.731926807,179.3392749,0.731926807,248.315919,,,,,,,,,,
0.733926607,179.138187,0.733926607,248.0374897,,,,,,,,,,
0.735926407,178.9373247,0.735926407,247.7593726,,,,,,,,,,
0.737926207,178.7366875,0.737926207,247.4815673,,,,,,,,,,
0.739926007,178.5362754,0.739926007,247.2040736,,,,,,,,,,
0.741925807,178.3360879,0.741925807,246.9268909,,,,,,,,,,
0.743925607,178.1361249,0.743925607,246.6500191,,,,,,,,,,
0.745925407,177.9363861,0.745925407,246.3734577,,,,,,,,,,
0.747925207,177.7368713,0.747925207,246.0972064,,,,,,,,,,
0.749925007,177.5375802,0.749925007,245.8212649,,,,,,,,,,
0.751924808,177.3385126,0.751924808,245.5456328,,,,,,,,,,
0.753924608,177.1396681,0.753924608,245.2703097,,,,,,,,,,
0.755924408,176.9410466,0.755924408,244.9952953,,,,,,,,,,
0.757924208,176.7426479,0.757924208,244.7205894,,,,,,,,,,
0.759924008,176.5444716,0.759924008,244.4461914,,,,,,,,,,
0.761923808,176.3465175,0.761923808,244.1721011,,,,,,,,,,
0.763923608,176.1487853,0.763923608,243.8983181,,,,,,,,,,
0.765923408,175.9512749,0.765923408,243.6248421,,,,,,,,,,
0.767923208,175.7539859,0.767923208,243.3516728,,,,,,,,,,
0.769923008,175.5569182,0.769923008,243.0788097,,,,,,,,,,
0.771922808,175.3600714,0.771922808,242.8062527,,,,,,,,,,
0.773922608,175.1634453,0.773922608,242.5340012,,,,,,,,,,
0.775922408,174.9670397,0.775922408,242.262055,,,,,,,,,,
0.777922208,174.7708543,0.777922208,241.9904137,,,,,,,,,,
0.779922008,174.5748889,0.779922008,241.719077,,,,,,,,,,
0.781921808,174.3791432,0.781921808,241.4480445,,,,,,,,,,
0.783921608,174.1836171,0.783921608,241.1773159,,,,,,,,,,
0.785921408,173.9883101,0.785921408,240.9068909,,,,,,,,,,
0.787921208,173.7932222,0.787921208,240.6367691,,,,,,,,,,
0.789921008,173.5983529,0.789921008,240.3669502,,,,,,,,,,
0.791920808,173.4037022,0.791920808,240.0974339,,,,,,,,,,
0.793920608,173.2092698,0.793920608,239.8282197,,,,,,,,,,
0.795920408,173.0150553,0.795920408,239.5593074,,,,,,,,,,
0.797920208,172.8210587,0.797920208,239.2906966,,,,,,,,,,
0.799920008,172.6272795,0.799920008,239.022387,,,,,,,,,,
0.801919808,172.4337177,0.801919808,238.7543783,,,,,,,,,,
0.803919608,172.2403728,0.803919608,238.4866701,,,,,,,,,,
0.805919408,172.0472448,0.805919408,238.219262,,,,,,,,,,
0.807919208,171.8543333,0.807919208,237.9521538,,,,,,,,,,
0.809919008,171.6616381,0.809919008,237.685345,,,,,,,,,,
0.811918808,171.469159,0.811918808,237.4188355,,,,,,,,,,
0.813918608,171.2768957,0.813918608,237.1526247,,,,,,,,,,
0.815918408,171.0848479,0.815918408,236.8867125,,,,,,,,,,
0.817918208,170.8930155,0.817918208,236.6210984,,,,,,,,,,
0.819918008,170.7013982,0.819918008,236.3557822,,,,,,,,,,
0.821917808,170.5099958,0.821917808,236.0907634,,,,,,,,,,
0.823917608,170.318808,0.823917608,235.8260418,,,,,,,,,,
0.825917408,170.1278345,0.825917408,235.561617,,,,,,,,,,
0.827917208,169.9370752,0.827917208,235.2974888,,,,,,,,,,
0.829917008,169.7465298,0.829917008,235.0336566,,,,,,,,,,
0.831916808,169.556198,0.831916808,234.7701203,,,,,,,,,,
0.833916608,169.3660797,0.833916608,234.5068795,,,,,,,,,,
0.835916408,169.1761745,0.835916408,234.2439339,,,,,,,,,,
0.837916208,168.9864822,0.837916208,233.9812831,,,,,,,,,,
0.839916008,168.7970027,0.839916008,233.7189268,,,,,,,,,,
0.841915808,168.6077356,0.841915808,233.4568646,,,,,,,,,,
0.843915608,168.4186807,0.843915608,233.1950963,,,,,,,,,,
0.845915408,168.2298378,0.845915408,232.9336216,,,,,,,,,,
0.847915208,168.0412066,0.847915208,232.67244,,,,,,,,,,
0.849915008,167.852787,0.849915008,232.4115512,,,,,,,,,,
0.851914809,167.6645786,0.851914809,232.150955,,,,,,,,,,
0.853914609,167.4765813,0.853914609,231.890651,,,,,,,,,,
0.855914409,167.2887947,0.855914409,231.6306389,,,,,,,,,,
0.857914209,167.1012188,0.857914209,231.3709183,,,,,,,,,,
0.859914009,166.9138531,0.859914009,231.1114889,,,,,,,,,,
0.861913809,166.7266975,0.861913809,230.8523504,,,,,,,,,,
0.863913609,166.5397518,0.863913609,230.5935025,,,,,,,,,,
0.865913409,166.3530157,0.865913409,230.3349448,,,,,,,,,,
0.867913209,166.166489,0.867913209,230.076677,,,,,,,,,,
0.869913009,165.9801714,0.869913009,229.8186988,,,,,,,,,,
0.871912809,165.7940627,0.871912809,229.5610099,,,,,,,,,,
0.873912609,165.6081627,0.873912609,229.3036099,,,,,,,,,,
0.875912409,165.4224712,0.875912409,229.0464986,,,,,,,,,,
0.877912209,165.2369879,0.877912209,228.7896755,,,,,,,,,,
0.879912009,165.0517125,0.879912009,228.5331404,,,,,,,,,,
0.881911809,164.8666449,0.881911809,228.2768929,,,,,,,,,,
0.883911609,164.6817848,0.883911609,228.0209328,,,,,,,,,,
0.885911409,164.497132,0.885911409,227.7652596,,,,,,,,,,
0.887911209,164.3126862,0.887911209,227.5098732,,,,,,,,,,
0.889911009,164.1284472,0.889911009,227.2547731,,,,,,,,,,
0.891910809,163.9444148,0.891910809,226.999959,,,,,,,,,,
0.893910609,163.7605888,0.893910609,226.7454306,,,,,,,,,,
0.895910409,163.5769689,0.895910409,226.4911877,,,,,,,,,,
0.897910209,163.3935549,0.897910209,226.2372298,,,,,,,,,,
0.899910009,163.2103465,0.899910009,225.9835567,,,,,,,,,,
0.901909809,163.0273435,0.901909809,225.730168,,,,,,,,,,
0.903909609,162.8445458,0.903909609,225.4770634,,,,,,,,,,
0.905909409,162.661953,0.905909409,225.2242426,,,,,,,,,,
0.907909209,162.479565,0.907909209,224.9717053,,,,,,,,,,
0.909909009,162.2973814,0.909909009,224.7194512,,,,,,,,,,
0.911908809,162.1154022,0.911908809,224.4674799,,,,,,,,,,
0.913908609,161.933627,0.913908609,224.2157912,,,,,,,,,,
0.915908409,161.7520556,0.915908409,223.9643846,,,,,,,,,,
0.917908209,161.5706878,0.917908209,223.71326,,,,,,,,,,
0.919908009,161.3895233,0.919908009,223.4624169,,,,,,,,,,
0.921907809,161.208562,0.921907809,223.2118551,,,,,,,,,,
0.923907609,161.0278036,0.923907609,222.9615742,,,,,,,,,,
0.925907409,160.8472479,0.925907409,222.711574,,,,,,,,,,
0.927907209,160.6668946,0.927907209,222.4618541,,,,,,,,,,
0.929907009,160.4867436,0.929907009,222.2124142,,,,,,,,,,
0.931906809,160.3067945,0.931906809,221.963254,,,,,,,,,,
0.933906609,160.1270472,0.933906609,221.7143731,,,,,,,,,,
0.935906409,159.9475015,0.935906409,221.4657713,,,,,,,,,,
0.937906209,159.7681571,0.937906209,221.2174483,,,,,,,,,,
0.939906009,159.5890138,0.939906009,220.9694037,,,,,,,,,,
0.941905809,159.4100713,0.941905809,220.7216372,,,,,,,,,,
0.943905609,159.2313295,0.943905609,220.4741486,,,,,,,,,,
0.945905409,159.0527881,0.945905409,220.2269374,,,,,,,,,,
0.947905209,158.8744469,0.947905209,219.9800035,,,,,,,,,,
0.949905009,158.6963057,0.949905009,219.7333464,,,,,,,,,,
0.95190481,158.5183642,0.95190481,219.4869659,,,,,,,,,,
0.95390461,158.3406223,0.95390461,219.2408616,,,,,,,,,,
0.95590441,158.1630796,0.95590441,218.9950333,,,,,,,,,,
0.95790421,157.985736,0.95790421,218.7494806,,,,,,,,,,
0.95990401,157.8085913,0.95990401,218.5042033,,,,,,,,,,
0.96190381,157.6316452,0.96190381,218.259201,,,,,,,,,,
0.96390361,157.4548975,0.96390361,218.0144734,,,,,,,,,,
0.96590341,157.2783479,0.96590341,217.7700202,,,,,,,,,,
0.96790321,157.1019964,0.96790321,217.5258411,,,,,,,,,,
0.96990301,156.9258425,0.96990301,217.2819358,,,,,,,,,,
0.97190281,156.7498862,0.97190281,217.038304,,,,,,,,,,
0.97390261,156.5741272,0.97390261,216.7949453,,,,,,,,,,
0.97590241,156.3985652,0.97590241,216.5518596,,,,,,,,,,
0.97790221,156.2232002,0.97790221,216.3090464,,,,,,,,,,
0.97990201,156.0480317,0.97990201,216.0665054,,,,,,,,,,
0.98190181,155.8730596,0.98190181,215.8242364,,,,,,,,,,
0.98390161,155.6982838,0.98390161,215.5822391,,,,,,,,,,
0.98590141,155.5237039,0.98590141,215.3405131,,,,,,,,,,
0.98790121,155.3493198,0.98790121,215.0990581,,,,,,,,,,
0.98990101,155.1751311,0.98990101,214.8578739,,,,,,,,,,
0.99190081,155.0011379,0.99190081,214.6169601,,,,,,,,,,
0.99390061,154.8273397,0.99390061,214.3763164,,,,,,,,,,
0.99590041,154.6537363,0.99590041,214.1359426,,,,,,,,,,
0.99790021,154.4803277,0.99790021,213.8958383,,,,,,,,,,
0.99990001,154.3071134,0.99990001,213.6560032,,,,,,,,,,
1.00189981,154.1340934,1.00189981,213.416437,,,,,,,,,,
1.00389961,153.9612674,1.00389961,213.1771395,,,,,,,,,,
1.00589941,153.7886352,1.00589941,212.9381103,,,,,,,,,,
1.00789921,153.6161965,1.00789921,212.699349,,,,,,,,,,
1.00989901,153.4439512,1.00989901,212.4608555,,,,,,,,,,
1.01189881,153.271899,1.01189881,212.2226295,,,,,,,,,,
1.01389861,153.1000398,1.01389861,211.9846705,,,,,,,,,,
1.01589841,152.9283732,1.01589841,211.7469783,,,,,,,,,,
1.01789821,152.7568992,1.01789821,211.5095527,,,,,,,,,,
1.01989801,152.5856174,1.01989801,211.2723933,,,,,,,,,,
1.02189781,152.4145276,1.02189781,211.0354998,,,,,,,,,,
1.02389761,152.2436297,1.02389761,210.7988719,,,,,,,,,,
1.02589741,152.0729234,1.02589741,210.5625094,,,,,,,,,,
1.02789721,151.9024085,1.02789721,210.3264118,,,,,,,,,,
1.02989701,151.7320849,1.02989701,210.090579,,,,,,,,,,
1.03189681,151.5619522,1.03189681,209.8550107,,,,,,,,,,
1.03389661,151.3920102,1.03389661,209.6197064,,,,,,,,,,
1.03589641,151.2222588,1.03589641,209.3846661,,,,,,,,,,
1.03789621,151.0526978,1.03789621,209.1498892,,,,,,,,,,
1.03989601,150.8833268,1.03989601,208.9153756,,,,,,,,,,
1.04189581,150.7141458,1.04189581,208.681125,,,,,,,,,,
1.04389561,150.5451545,1.04389561,208.447137,,,,,,,,,,
1.04589541,150.3763527,1.04589541,208.2134114,,,,,,,,,,
1.04789521,150.2077401,1.04789521,207.9799478,,,,,,,,,,
1.04989501,150.0393166,1.04989501,207.746746,,,,,,,,,,
1.051894811,149.8710819,1.051894811,207.5138057,,,,,,,,,,
1.053894611,149.7030359,1.053894611,207.2811266,,,,,,,,,,
1.055894411,149.5351783,1.055894411,207.0487084,,,,,,,,,,
1.057894211,149.3675089,1.057894211,206.8165508,,,,,,,,,,
1.059894011,149.2000276,1.059894011,206.5846535,,,,,,,,,,
1.061893811,149.032734,1.061893811,206.3530163,,,,,,,,,,
1.063893611,148.865628,1.063893611,206.1216387,,,,,,,,,,
1.065893411,148.6987093,1.065893411,205.8905206,,,,,,,,,,
1.067893211,148.5319779,1.067893211,205.6596616,,,,,,,,,,
1.069893011,148.3654333,1.069893011,205.4290615,,,,,,,,,,
1.071892811,148.1990756,1.071892811,205.19872,,,,,,,,,,
1.073892611,148.0329043,1.073892611,204.9686367,,,,,,,,,,
1.075892411,147.8669194,1.075892411,204.7388115,,,,,,,,,,
1.077892211,147.7011206,1.077892211,204.5092439,,,,,,,,,,
1.079892011,147.5355077,1.079892011,204.2799337,,,,,,,,,,
1.081891811,147.3700805,1.081891811,204.0508806,,,,,,,,,,
1.083891611,147.2048387,1.083891611,203.8220844,,,,,,,,,,
1.085891411,147.0397823,1.085891411,203.5935447,,,,,,,,,,
1.087891211,146.8749109,1.087891211,203.3652613,,,,,,,,,,
1.089891011,146.7102244,1.089891011,203.1372338,,,,,,,,,,
1.091890811,146.5457226,1.091890811,202.909462,,,,,,,,,,
1.093890611,146.3814052,1.093890611,202.6819456,,,,,,,,,,
1.095890411,146.217272,1.095890411,202.4546844,,,,,,,,,,
1.097890211,146.0533229,1.097890211,202.2276779,,,,,,,,,,
1.099890011,145.8895577,1.099890011,202.000926,,,,,,,,,,
1.101889811,145.725976,1.101889811,201.7744283,,,,,,,,,,
1.103889611,145.5625778,1.103889611,201.5481846,,,,,,,,,,
1.105889411,145.3993627,1.105889411,201.3221946,,,,,,,,,,
1.107889211,145.2363307,1.107889211,201.0964579,,,,,,,,,,
1.109889011,145.0734815,1.109889011,200.8709744,,,,,,,,,,
1.111888811,144.9108149,1.111888811,200.6457437,,,,,,,,,,
1.113888611,144.7483307,1.113888611,200.4207656,,,,,,,,,,
1.115888411,144.5860287,1.115888411,200.1960397,,,,,,,,,,
1.117888211,144.4239086,1.117888211,199.9715658,,,,,,,,,,
1.119888011,144.2619704,1.119888011,199.7473436,,,,,,,,,,
1.121887811,144.1002137,1.121887811,199.5233728,,,,,,,,,,
1.123887611,143.9386383,1.123887611,199.2996531,,,,,,,,,,
1.125887411,143.7772442,1.125887411,199.0761843,,,,,,,,,,
1.127887211,143.616031,1.127887211,198.852966,,,,,,,,,,
1.129887011,143.4549986,1.129887011,198.6299981,,,,,,,,,,
1.131886811,143.2941468,1.131886811,198.4072801,,,,,,,,,,
1.133886611,143.1334753,1.133886611,198.1848119,,,,,,,,,,
1.135886411,142.9729839,1.135886411,197.9625931,,,,,,,,,,
1.137886211,142.8126725,1.137886211,197.7406235,,,,,,,,,,
1.139886011,142.6525409,1.139886011,197.5189028,,,,,,,,,,
1.141885811,142.4925888,1.141885811,197.2974307,,,,,,,,,,
1.143885611,142.3328161,1.143885611,197.0762069,,,,,,,,,,
1.145885411,142.1732225,1.145885411,196.8552311,,,,,,,,,,
1.147885211,142.0138079,1.147885211,196.6345032,,,,,,,,,,
1.149885011,141.854572,1.149885011,196.4140227,,,,,,,,,,
1.151884812,141.6955146,1.151884812,196.1937895,,,,,,,,,,
1.153884612,141.5366356,1.153884612,195.9738032,,,,,,,,,,
1.155884412,141.3779348,1.155884412,195.7540635,,,,,,,,,,
1.157884212,141.2194119,1.157884212,195.5345703,,,,,,,,,,
1.159884012,141.0610667,1.159884012,195.3153231,,,,,,,,,,
1.161883812,140.9028991,1.161883812,195.0963218,,,,,,,,,,
1.163883612,140.7449088,1.163883612,194.8775661,,,,,,,,,,
1.165883412,140.5870957,1.165883412,194.6590556,,,,,,,,,,
1.167883212,140.4294596,1.167883212,194.4407902,,,,,,,,,,
1.169883012,140.2720002,1.169883012,194.2227695,,,,,,,,,,
1.171882812,140.1147173,1.171882812,194.0049932,,,,,,,,,,
1.173882612,139.9576108,1.173882612,193.7874611,,,,,,,,,,
1.175882412,139.8006805,1.175882412,193.570173,,,,,,,,,,
1.177882212,139.6439261,1.177882212,193.3531285,,,,,,,,,,
1.179882012,139.4873475,1.179882012,193.1363273,,,,,,,,,,
1.181881812,139.3309444,1.181881812,192.9197692,,,,,,,,,,
1.183881612,139.1747168,1.183881612,192.703454,,,,,,,,,,
1.185881412,139.0186643,1.185881412,192.4873813,,,,,,,,,,
1.187881212,138.8627867,1.187881212,192.2715509,,,,,,,,,,
1.189881012,138.707084,1.189881012,192.0559625,,,,,,,,,,
1.191880812,138.5515558,1.191880812,191.8406158,,,,,,,,,,
1.193880612,138.3962021,1.193880612,191.6255106,,,,,,,,,,
1.195880412,138.2410225,1.195880412,191.4106465,,,,,,,,,,
1.197880212,138.0860169,1.197880212,191.1960234,,,,,,,,,,
1.199880012,137.9311852,1.199880012,190.981641,,,,,,,,,,
1.201879812,137.776527,1.201879812,190.7674989,,,,,,,,,,
1.203879612,137.6220422,1.203879612,190.5535969,,,,,,,,,,
1.205879412,137.4677307,1.205879412,190.3399348,,,,,,,,,,
1.207879212,137.3135922,1.207879212,190.1265123,,,,,,,,,,
1.209879012,137.1596265,1.209879012,189.913329,,,,,,,,,,
1.211878812,137.0058335,1.211878812,189.7003848,,,,,,,,,,
1.213878612,136.8522129,1.213878612,189.4876794,,,,,,,,,,
1.215878412,136.6987645,1.215878412,189.2752124,,,,,,,,,,
1.217878212,136.5454882,1.217878212,189.0629837,,,,,,,,,,
1.219878012,136.3923838,1.219878012,188.850993,,,,,,,,,,
1.221877812,136.2394511,1.221877812,188.6392399,,,,,,,,,,
1.223877612,136.0866898,1.223877612,188.4277243,,,,,,,,,,
1.225877412,135.9340998,1.225877412,188.2164459,,,,,,,,,,
1.227877212,135.7816809,1.227877212,188.0054043,,,,,,,,,,
1.229877012,135.6294329,1.229877012,187.7945994,,,,,,,,,,
1.231876812,135.4773556,1.231876812,187.5840309,,,,,,,,,,
1.233876612,135.3254489,1.233876612,187.3736985,,,,,,,,,,
1.235876412,135.1737125,1.235876412,187.1636019,,,,,,,,,,
1.237876212,135.0221462,1.237876212,186.9537408,,,,,,,,,,
1.239876012,134.8707498,1.239876012,186.7441151,,,,,,,,,,
1.241875812,134.7195232,1.241875812,186.5347245,,,,,,,,,,
1.243875612,134.5684662,1.243875612,186.3255686,,,,,,,,,,
1.245875412,134.4175786,1.245875412,186.1166472,,,,,,,,,,
1.247875212,134.2668601,1.247875212,185.9079601,,,,,,,,,,
1.249875012,134.1163106,1.249875012,185.699507,,,,,,,,,,
1.251874813,133.96593,1.251874813,185.4912876,,,,,,,,,,
1.253874613,133.8157179,1.253874613,185.2833017,,,,,,,,,,
1.255874413,133.6656743,1.255874413,185.075549,,,,,,,,,,
1.257874213,133.5157989,1.257874213,184.8680293,,,,,,,,,,
1.259874013,133.3660916,1.259874013,184.6607422,,,,,,,,,,
1.261873813,133.2165521,1.261873813,184.4536876,,,,,,,,,,
1.263873613,133.0671804,1.263873613,184.2468651,,,,,,,,,,
1.265873413,132.9179761,1.265873413,184.0402745,,,,,,,,,,
1.267873213,132.7689391,1.267873213,183.8339156,,,,,,,,,,
1.269873013,132.6200692,1.269873013,183.6277881,,,,,,,,,,
1.271872813,132.4713662,1.271872813,183.4218917,,,,,,,,,,
1.273872613,132.32283,1.273872613,183.2162261,,,,,,,,,,
1.275872413,132.1744603,1.275872413,183.0107912,,,,,,,,,,
1.277872213,132.026257,1.277872213,182.8055866,,,,,,,,,,
1.279872013,131.8782198,1.279872013,182.6006121,,,,,,,,,,
1.281871813,131.7303487,1.281871813,182.3958674,,,,,,,,,,
1.283871613,131.5826433,1.283871613,182.1913523,,,,,,,,,,
1.285871413,131.4351036,1.285871413,181.9870665,,,,,,,,,,
1.287871213,131.2877293,1.287871213,181.7830098,,,,,,,,,,
1.289871013,131.1405202,1.289871013,181.5791818,,,,,,,,,,
1.291870813,130.9934762,1.291870813,181.3755825,,,,,,,,,,
1.293870613,130.8465971,1.293870613,181.1722114,,,,,,,,,,
1.295870413,130.6998827,1.295870413,180.9690683,,,,,,,,,,
1.297870213,130.5533328,1.297870213,180.7661531,,,,,,,,,,
1.299870013,130.4069472,1.299870013,180.5634653,,,,,,,,,,
1.301869813,130.2607257,1.301869813,180.3610048,,,,,,,,,,
1.303869613,130.1146682,1.303869613,180.1587714,,,,,,,,,,
1.305869413,129.9687745,1.305869413,179.9567646,,,,,,,,,,
1.307869213,129.8230443,1.307869213,179.7549844,,,,,,,,,,
1.309869013,129.6774776,1.309869013,179.5534305,,,,,,,,,,
1.311868813,129.532074,1.311868813,179.3521025,,,,,,,,,,
1.313868613,129.3868336,1.313868613,179.1510003,,,,,,,,,,
1.315868413,129.2417559,1.315868413,178.9501236,,,,,,,,,,
1.317868213,129.096841,1.317868213,178.7494721,,,,,,,,,,
1.319868013,128.9520885,1.319868013,178.5490456,,,,,,,,,,
1.321867813,128.8074983,1.321867813,178.3488438,,,,,,,,,,
1.323867613,128.6630703,1.323867613,178.1488665,,,,,,,,,,
1.325867413,128.5188042,1.325867413,177.9491134,,,,,,,,,,
1.327867213,128.3746998,1.327867213,177.7495844,,,,,,,,,,
1.329867013,128.2307571,1.329867013,177.550279,,,,,,,,,,
1.331866813,128.0869757,1.331866813,177.3511971,,,,,,,,,,
1.333866613,127.9433555,1.333866613,177.1523385,,,,,,,,,,
1.335866413,127.7998964,1.335866413,176.9537028,,,,,,,,,,
1.337866213,127.6565982,1.337866213,176.7552898,,,,,,,,,,
1.339866013,127.5134606,1.339866013,176.5570993,,,,,,,,,,
1.341865813,127.3704835,1.341865813,176.3591311,,,,,,,,,,
1.343865613,127.2276668,1.343865613,176.1613848,,,,,,,,,,
1.345865413,127.0850101,1.345865413,175.9638602,,,,,,,,,,
1.347865213,126.9425135,1.347865213,175.7665571,,,,,,,,,,
1.349865013,126.8001766,1.349865013,175.5694753,,,,,,,,,,
1.351864814,126.6579993,1.351864814,175.3726144,,,,,,,,,,
1.353864614,126.5159814,1.353864614,175.1759743,,,,,,,,,,
1.355864414,126.3741228,1.355864414,174.9795546,,,,,,,,,,
1.357864214,126.2324232,1.357864214,174.7833552,,,,,,,,,,
1.359864014,126.0908825,1.359864014,174.5873758,,,,,,,,,,
1.361863814,125.9495005,1.361863814,174.3916161,,,,,,,,,,
1.363863614,125.8082771,1.363863614,174.196076,,,,,,,,,,
1.365863414,125.667212,1.365863414,174.000755,,,,,,,,,,
1.367863214,125.526305,1.367863214,173.8056531,,,,,,,,,,
1.369863014,125.3855561,1.369863014,173.61077,,,,,,,,,,
1.371862814,125.244965,1.371862814,173.4161053,,,,,,,,,,
1.373862614,125.1045315,1.373862614,173.221659,,,,,,,,,,
1.375862414,124.9642555,1.375862414,173.0274307,,,,,,,,,,
1.377862214,124.8241367,1.377862214,172.8334201,,,,,,,,,,
1.379862014,124.6841751,1.379862014,172.6396271,,,,,,,,,,
1.381861814,124.5443704,1.381861814,172.4460514,,,,,,,,,,
1.383861614,124.4047225,1.383861614,172.2526927,,,,,,,,,,
1.385861414,124.2652312,1.385861414,172.0595509,,,,,,,,,,
1.387861214,124.1258962,1.387861214,171.8666256,,,,,,,,,,
1.389861014,123.9867175,1.389861014,171.6739166,,,,,,,,,,
1.391860814,123.8476949,1.391860814,171.4814237,,,,,,,,,,
1.393860614,123.7088281,1.393860614,171.2891466,,,,,,,,,,
1.395860414,123.5701171,1.395860414,171.0970852,,,,,,,,,,
1.397860214,123.4315615,1.397860214,170.9052391,,,,,,,,,,
1.399860014,123.2931614,1.399860014,170.7136081,,,,,,,,,,
1.401859814,123.1549164,1.401859814,170.5221919,,,,,,,,,,
1.403859614,123.0168264,1.403859614,170.3309904,,,,,,,,,,
1.405859414,122.8788913,1.405859414,170.1400033,,,,,,,,,,
1.407859214,122.7411108,1.407859214,169.9492304,,,,,,,,,,
1.409859014,122.6034848,1.409859014,169.7586713,,,,,,,,,,
1.411858814,122.4660132,1.411858814,169.5683259,,,,,,,,,,
1.413858614,122.3286956,1.413858614,169.378194,,,,,,,,,,
1.415858414,122.1915321,1.415858414,169.1882752,,,,,,,,,,
1.417858214,122.0545223,1.417858214,168.9985694,,,,,,,,,,
1.419858014,121.9176662,1.419858014,168.8090763,,,,,,,,,,
1.421857814,121.7809635,1.421857814,168.6197956,,,,,,,,,,
1.423857614,121.6444141,1.423857614,168.4307272,,,,,,,,,,
1.425857414,121.5080178,1.425857414,168.2418708,,,,,,,,,,
1.427857214,121.3717745,1.427857214,168.0532262,,,,,,,,,,
1.429857014,121.2356839,1.429857014,167.8647931,,,,,,,,,,
1.431856814,121.0997459,1.431856814,167.6765712,,,,,,,,,,
1.433856614,120.9639603,1.433856614,167.4885604,,,,,,,,,,
1.435856414,120.828327,1.435856414,167.3007605,,,,,,,,,,
1.437856214,120.6928458,1.437856214,167.1131711,,,,,,,,,,
1.439856014,120.5575164,1.439856014,166.925792,,,,,,,,,,
1.441855814,120.4223389,1.441855814,166.738623,,,,,,,,,,
1.443855614,120.2873128,1.443855614,166.5516639,,,,,,,,,,
1.445855414,120.1524382,1.445855414,166.3649145,,,,,,,,,,
1.447855214,120.0177149,1.447855214,166.1783744,,,,,,,,,,
1.449855014,119.8831425,1.449855014,165.9920435,,,,,,,,,,
1.451854815,119.7487211,1.451854815,165.8059215,,,,,,,,,,
