radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,alphak,taue_e,tau_r,dkdc,mach no,gamma,e_folding
1.087921325776271,0.000316862957650271,0.0017894487787528245,1.6852784022475313,1.2133835748963835,2.0766470554502803,83.74488817420016,0.0,29.245100098005686,nan,89.58447038467006,16.85278402247531,1.0390511595025391,6.773099164063506,0.009940329657970488,1.3889082043915464,-22728.136988369573,-4.399832685414204e-05
1.8534955916271183,0.0008820148234811002,0.003031254690237068,2.2014056319261925,1.4834168757816948,2.6545644432995568,45.829003367449836,0.0,12.799099355201097,nan,89.29388356058512,18.339801803709804,1.3474469308065773,7.693705232511507,0.023125190700212916,1.4840101038800368,-6113.079968841449,-0.00016358366078916516
2.578776474169491,0.0028766447700024483,0.005514782721610079,3.1112185121831635,1.889764387748006,3.6401772033448885,23.315535105947998,0.0,5.995193221395323,nan,88.0846054638635,11.872294686943738,1.7345515315403675,8.04709426471183,0.051525361059572825,1.6463525994850288,-1347.0993662378362,-0.0007423357363702045
3.3443507400203387,0.0072695939313664,0.008759171408764246,4.107927997250141,2.3102319772506976,4.71298676205474,13.953510513094798,0.0,3.4074397370298564,nan,85.64264620517672,8.392851146873191,2.08655346399846,8.298367094558659,0.10000783784651804,1.778145241560893,-391.28961148282815,-0.0025556518002366776
4.109925005871186,0.013911893134015625,0.01199016212622554,5.1183489630645,2.6490776684272865,5.763255035226499,9.813677118471412,0.0,2.1483426626048097,nan,83.20004995260106,6.365458431223366,2.2923687425785833,7.721677624533935,0.13318382075582816,1.9321249142925958,-169.24816680471568,-0.005908483494263392
4.875499271722034,0.02061253934776912,0.014056684902452364,5.919404283986383,2.9658031555645987,6.620825887669398,8.379800914978116,0.0,1.5584501665878148,nan,82.20383951152124,4.957104526083663,2.323775786188397,7.33534344177203,0.13013986101435387,1.9958857596061559,-105.22004872673614,-0.009503892196410879
5.5604867735728805,0.025627588955985516,0.015143956063959118,6.445431964409532,3.1740852579232612,7.184595356204683,7.866048363446145,0.0,1.4304705857353874,nan,80.1142893412143,4.1189565495428635,2.2991993459689732,7.011441835876519,0.14587814482339784,2.0306423554062456,-77.20327247656937,-0.012952818810931787
6.326061039423728,0.02794109386780431,0.015266819683781862,6.597148403236814,3.3564613211933785,7.401905136854785,8.0297643240294,0.0,1.484353237367882,nan,78.10245005101768,3.3738674322212447,2.264548556644219,7.371061133687239,0.1526401632571442,1.9655070539860178,-66.06693433843431,-0.01513616470952629
7.091635305274576,0.033418667297684224,0.016239036237772564,7.029774795774431,3.5686905959337514,7.883735551679257,7.625504933308802,0.0,1.2980290973758095,nan,77.29017676896733,2.8136735494085725,2.2605189571093707,7.325557999090333,0.14379578926605666,1.9698470928761151,-53.333661192562396,-0.01874988473769834
7.816916187816948,0.04103768633867806,0.017578730194126747,7.588236595372074,3.7848654451284407,8.479772465406796,7.061062987547451,0.0,1.0733325834926601,nan,76.9891927900306,2.440557670077132,2.266918735668944,7.091738346670262,0.13428975834531484,2.004889395774693,-42.17633335347031,-0.023709979519064072
8.582490453667795,0.05309123201363356,0.01937349273440209,8.375509069075456,4.076017394220248,9.31466961111081,6.450571949948921,0.0,0.942100818883242,nan,73.62786267823944,2.094131763204454,2.263528806071795,6.741138439138379,0.1558126974809584,2.0548266258509704,-29.28539076856944,-0.03414671867971967
9.307771337518645,0.06154474130842924,0.020276213345289635,8.868659070759998,4.282991847689303,9.84871224479356,6.242795548408926,0.0,0.9530179504226494,nan,68.49563505794684,1.8350773819778274,2.23726900988974,6.561367630385284,0.19153876932352862,2.070669145808598,-22.43870014999336,-0.04456586136074803
10.073345603369493,0.06878110619525345,0.020839543223590107,9.247021374672064,4.4716332575238935,10.271460864620757,6.174024918782772,0.0,1.0140180558715095,nan,61.64138421428763,1.586817591282402,2.2053404780617134,6.484878898753803,0.23663139396574662,2.0679292871599397,-17.581890964762835,-0.05687670353571034
10.79862648722034,0.08317757906969225,0.022410614212167623,10.021205499416423,4.654664326013707,11.049455174324144,5.72958234001437,0.0,0.9634725378728899,nan,54.40528785106524,1.384713931938557,2.1883818603435348,5.9368693757115185,0.28414493556698495,2.1529383855696134,-12.739677762762636,-0.07849492103504721
11.523907369762712,0.1088239067658816,0.025143130935814446,11.093048655374806,4.914041519475199,12.132746289510836,5.060892728458561,0.0,0.8609680021905791,nan,45.101621718579146,1.2041614594018613,2.217980654982493,5.473071865961597,0.3623763305059325,2.2574185853764424,-7.8787801548545895,-0.12692320135165086
12.329775018922032,0.14806158722650825,0.028724062688842363,12.262266559610106,5.325790281467745,13.36889012974183,4.4241698339757045,0.0,0.7469305988113747,nan,35.697711739280166,1.0236704988035465,2.2922629134273884,5.437366832806023,0.46356790845809814,2.302431359770089,-4.309676502398396,-0.2320359775132741
13.095349287389828,0.19087339934983213,0.0323506995749868,13.031943668306642,5.744412860360029,14.241833971935893,3.9316062201645616,0.0,0.6575545341529023,nan,29.20130207681502,0.9043037055322586,2.4292029360928855,5.935185408358237,0.5670036647426324,2.268629359535601,-2.402339715830997,-0.41626086161344106
13.820630163389827,0.25439766747019465,0.03719413192833498,14.007425019333917,6.200037506249408,15.318238173861939,3.3997661471186293,0.0,0.5630805349773873,nan,22.984996429998166,0.8082524885415193,2.598396577818408,6.401401180864523,0.720200484999247,2.2592484328062454,-1.024068028223477,-0.976497627540204
14.545911052474574,0.3286327578057324,0.04214262556374978,14.818248362565736,6.7058584533456225,16.264963022736605,3.001473475997415,0.0,0.4917343088156868,nan,18.445995297410576,0.731869855429406,2.7830053083806345,7.166822514546083,0.8937789030200992,2.209746666390305,-0.26535549047272355,-3.76852952323891
