radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,alphak,taue_e,tau_r,dkdc,mach no,gamma,e_folding
6.25,0.3853402667277263,0.03893261543345142,4.648153466217004,7.677638487743518,8.9750467070643,7.4864031498944055,3.1622873306133465,4.486099208253546,11.48901826505093,1.3414497465630073,0.5958147056395455,8.196386629203952,21.847838607098044,41.936488041315684,0.605414473947589,5.608995475358945,0.17828504308715018
6.750000000000001,0.3997715107022814,0.038781459712198846,4.701002566442744,7.731273762527084,9.048315816815908,7.270705144961328,2.7611783214582477,3.995673078374871,12.265423446753672,1.500650781079058,0.52413075568883,8.072777415050973,21.332204936001244,33.95800290700755,0.6080502011490213,4.628378741373012,0.21605837721554938
7.25,0.43031229610866395,0.03946655686689398,5.025425583214548,7.784539500432817,9.265741067298723,7.36108849605672,2.527450012647118,3.7685443706455333,13.122487083414397,1.5273190436146085,0.46851851119536053,7.685032489845446,18.015964221595567,29.509376253440163,0.6455649152959063,3.9901418304564613,0.2506176578403988
7.75,0.4320440714719124,0.038616982920330896,4.524230342013475,7.837443235932105,9.049540135501541,6.905981233959142,2.471376386567553,3.6803197665022283,12.859542117747873,1.316894252053902,0.41560766617962763,8.35262429025503,24.48916568950219,34.60552332944522,0.5772584509794423,3.841062430699464,0.2603446359027021
8.25,0.42982892357196884,0.03717029270252325,4.395503994562914,7.88999225089081,9.031745849243963,6.989189033165139,2.396398591236971,3.6538590438159373,13.392701299794703,1.2504377656021055,0.3587876644224757,8.275164137447016,26.04977964717999,33.47200244438135,0.5570986453208044,3.5568850624902217,0.281144873233516
8.75,0.4243673550967976,0.03560663731203447,4.5721695466970695,7.942193586269233,9.164233373584516,7.432785385195968,2.2133246950243044,3.5205615053252743,14.671489272605083,1.4125940325952528,0.3101218243251411,7.6207541102711005,22.46600621831634,25.374640200491925,0.5756809497317732,3.067553993213802,0.3259926319837403
9.25,0.4130135081288301,0.033915270404718645,4.6329615728299665,7.994054053134445,9.239547236729425,7.824699339186875,2.042767462442398,3.373132893635398,15.819877963737161,1.6097943502822085,0.2712172747407903,7.163510482948381,20.836957585043947,19.634831602268846,0.5795509439936044,2.656382827154509,0.37645176357023435
9.75,0.4026168282881757,0.032650747416229975,4.608832346892108,8.045580243033708,9.27214630217046,8.009715218824981,1.8442899223491895,3.137159608120497,16.820096840972273,1.8849257143431317,0.24303531753532406,6.932526394349264,20.640304237954417,15.29362985123605,0.5728402685291321,2.271056179625158,0.44032376168037013
10.25,0.39979248497046965,0.03194125885453597,4.715606236341279,8.09677853777374,9.369886064727481,8.228260647553263,1.5794952924165973,2.78069507978257,18.13749692603839,2.4364054612460286,0.2233065694656797,6.6283252316628465,19.091713407499025,10.78249777854704,0.5824052386194898,1.8087689919897387,0.5528621976761934
10.75,0.40733417686325807,0.03174602987388785,4.908280972318484,8.147655118646872,9.511861333915475,8.50169363042499,1.4091390024599102,2.568453027518777,19.276872350077678,2.8519348724577918,0.20855446337169065,6.329207290016326,17.039129560685517,8.47105060790596,0.6024163886226974,1.507977764737899,0.6631397513834096
