 ,M31,M33,M51,NGC 6946
B_tot,0.4747565748004311,0.4901661875580438,0.5279222364132214,2.493189740125273
B_reg,0.4552327509048907,0.6428035144722063,0.2410218336644148,0.3543847750367694
B_ord,0.44310715299633546,0.6037599507281698,0.3549934791564786,0.667649276122432
