 ,M31,M33,M51,NGC 6946
B_tot,1.4729720824777803,0.1892770352730647,1.2454203658690255,8.775234832585213
B_reg,1.379222310343228,0.16254107482085892,0.5454917743620882,0.5836204424398287
B_ord,1.098565814790856,0.29086188490324216,0.5689169957062495,0.6334100911550001
