 ,M31,M33,M51,NGC 6946
B_tot,0.0047009536469503135,0.006019151501290422,0.006652661034516568,0.0036979698235347362
B_reg,0.005827989460281793,0.0028776216362847583,0.01339688462170556,0.010942941999713674
B_ord,0.0047009536469503135,0.006019151501290422,0.006652661034516568,0.0036979698235347362
