 ,M31,M33,M51,NGC 6946
B_tot,11.66531388321712,3.6955023326656224,9.016800053405353,32.102573420272314
B_reg,10.13794460031146,4.9528693744256485,4.205177675459127,4.812717331451445
B_ord,10.074238110481673,4.581080521775089,6.094230995691279,8.624878051560811
