 ,M31,M33,M51,NGC 6946
B_tot,0.0742176500566457,0.02754826014904206,0.0769289854682827,0.6830943456508586
B_reg,0.06933882880431307,0.026358092672466117,0.033919440773681975,0.04607954991900925
B_ord,0.055655433032369604,0.041071695214107556,0.03717325257814808,0.051491158943845566
