radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,pani,alphak,taue_e,tau_r,dkdc,mach no,gamma,e_folding
0.0,43.27382659022674,13.800644908634895,14.213067112073393,12.815214963553245,13.524562109994797,19.29290850314053,17.358311965212376,18.536057041406785,30.121476665650544,36.530656907448424,0.3407131151647705,9.609542162499613,0.36109896517681334,2.7851320399538233,57.36282077282523,1.239063497748728,11.111372895776396,12.500331322192807
0.0,44.81603381714664,14.255469018353864,14.41305017573527,12.815214963553245,13.623254400363969,19.581601336596588,17.874284479669107,18.93364135067986,27.503811617613337,37.58985087405064,0.13461106539060333,9.855891944346453,0.13773005539079666,2.90750604721118,60.20725173803474,1.4163295373751237,12.76103964164468,14.627684224142087
0.0,46.63841022437341,14.789019538530237,14.647079884489807,12.815214963553226,13.703027240427149,19.909151334220926,17.95916108923437,19.15137604362381,26.69385740363986,38.73605900876672,0.11871045522198671,10.142786010462421,0.12380572988300378,3.05024757871254,63.59479887158281,1.6237747023115194,13.172514261751472,15.170903717587237
0.0,48.823387607089096,15.423275220796024,14.924488531744482,12.81521496355327,13.803402494509928,20.296644783202687,17.802761050916576,19.307023739754435,28.201388572491425,40.04546595943501,0.42462070233377236,10.480921870502051,0.4340125376441952,3.218799422006105,67.69387979176228,1.8696711865262272,12.897778621677627,14.807634544309781
0.0,51.10694704560223,16.079933758974107,15.210795476821806,12.815214963553236,13.95958054678917,20.69994929476926,17.557542755339398,19.46906618964915,29.584694654211958,41.364876828673204,0.7366640401242233,10.827719804163575,0.7543896199617628,3.392025566319723,72.02141350212682,2.1234551687398557,12.387661896190236,14.139175102840449
0.0,53.19634865495105,16.675327243407168,15.46960555701999,12.815214963553236,14.051920413638658,21.06108925547231,17.47704522943019,19.642672972832848,30.292614844613,42.5311945761067,0.9616445706190172,11.139318222150262,1.0441896640858137,3.547979152185406,76.01977600370161,2.3528657852792936,12.34043164697938,14.077677860883686
0.0,54.99151977351448,17.18282073209727,15.689621882104321,12.81521496355327,14.062904730842432,21.362449792885528,17.719744918155737,19.862214593318335,30.699761452512224,43.509872747516745,1.2276794625767855,11.402807748470186,1.2906938632011875,3.6800843913622776,79.48454989724085,2.547889413214067,13.183914160821494,15.186026913542126
0.0,56.45312321930574,17.59329768882654,15.867187112893538,12.81521496355324,14.042200205077963,21.60086530668684,18.144416269354192,20.098744078241428,29.568605851685163,44.29189570515242,1.3756715291851294,11.61452467810713,1.4897320103674327,3.786385864827254,82.3255561081374,2.705284167854746,14.533085611736556,17.00434105496653
0.0,57.793612113810724,17.967650788591463,16.028822654703614,12.815214963553226,14.024265877793136,21.815502187539636,18.540201718604287,20.32008810136816,26.001998198134064,44.99293689192398,6.649236537195639,11.806527234183955,1.6709883712755742,3.882907516524772,84.94690364568757,2.848558762387306,15.814474118607237,18.785264988292585
0.0,59.00502836128476,18.30424558668582,16.173909503628213,12.815214963553256,14.00325401798721,22.005301931908445,18.90385128672181,20.522008610604242,24.398804435815887,45.61320474058318,5.866085409033008,11.97828981839539,1.833747432758041,3.969350258147992,87.32878147265131,2.9771645084929586,17.018548476053414,20.508858502122294
