radius,h_err,l_err,u_err,cs_err,sig_err,Btot_err,Breg_err,Bord_err,po_err,pB_err,alphak_err,taue_err,taur_err,dkdc_err,mach_err,gamma_err
2.578776474169491,43.61784075244151,25.194042432000742,20.510760565933833,22.68946888222553,15.808944800158905,32.553591762415884,16.724767832380184,32.57647241160175,5.22721590730071,45.98573292818523,25.308346143046762,7.479391915276108,37.2400645688753,55.56398948844852,30.585998384073505,120.28371260304928
3.3443507400203387,42.6782108356797,24.580366354806742,20.010490025244554,22.535961006034796,15.355818727906492,31.886226292988145,16.529303998371,31.280729127878327,7.030797773882007,45.70904058744246,24.550268204000634,7.31516477488933,36.34764760973397,54.76664506873112,30.1378375056329,100.9335319403014
4.109925005871186,41.853900952808736,24.041734687101552,19.57037422377535,22.395049701300653,15.075963701523085,31.577200626658026,16.965464266060494,32.35587044137659,2.0416627912138763,45.753266888930156,23.839768690176843,7.166766250483294,35.56021683092091,54.8159895212595,29.74118017803492,420.6587738340453
4.875499271722034,41.041659043105966,23.508408788851213,19.135483669595864,22.265409212393948,14.734004445173627,31.232527089533978,nan,32.885794299732375,nan,46.88177981641706,23.097513704720214,7.024303249750378,34.78484241777128,56.339547511488576,29.35839203132091,92.68096739081699
5.5604867735728805,40.51349314814666,23.164521525739882,18.852004476526123,22.158018905592115,14.521649000498726,30.79983795215997,nan,32.16640929815229,nan,45.6969799933824,22.561986601669506,6.9187301867933755,34.271560450603054,54.996086639482535,29.092539844495164,90.9686562317867
6.326061039423728,40.0699631531744,22.878681157179845,18.613510625105576,22.04667743369241,14.29096887416566,30.3578016831452,nan,31.078310944073284,nan,43.584449072145766,22.126352831714787,6.818070603160656,33.83239547744056,52.786976321531334,28.853401249353606,90.03226631265892
7.091635305274576,39.53228010368265,22.526698691491113,18.323825571253824,21.943632950362655,14.094426841717308,30.013171739941097,nan,30.95194417807705,nan,43.49595366479305,21.690126913934314,6.712537823657849,33.30943024481839,52.983808422567,28.58820754482479,87.97097816388997
7.816916187816948,38.97228218369948,22.15683332567935,18.021431288002752,21.852942857800276,13.915978915208063,29.667693232100167,nan,31.426015396389396,nan,44.693285227816794,21.23908070483521,6.611055303245471,32.76897916345281,54.566407431295026,28.325308422230616,86.40230289811281
8.582490453667795,38.174486202730954,21.622100191487835,17.589347350807355,21.76385536025005,13.680834522216104,28.99531328887699,nan,30.968533055076097,nan,44.55067430260852,20.66709696704759,6.4879590038519535,32.01054367206964,54.21587475629619,27.983040227417007,84.55909468824223
9.307771337518645,37.640364186829075,21.266239239900525,17.29917758293761,21.685189576781237,13.525076077111134,28.456479581107093,nan,29.620528874584238,nan,42.30611097995219,20.251523968658308,6.394408740642084,31.494512971919708,51.595661397425694,27.740025090597026,83.42862779840819
10.073345603369493,37.17743287389265,20.95875008412915,17.047072176474412,21.60766974297411,13.396727407356646,27.93662984092851,nan,28.251895292582546,nan,39.69677346018325,19.91208123507685,6.307553062842987,31.04273657203184,48.90685807485129,27.52261000543675,82.60648187307905
10.79862648722034,36.72875529923185,20.6590854222243,16.802162285683426,21.539010909748097,13.257955777308952,27.499716842911997,nan,27.49592417847727,nan,38.34290053654566,19.626218031812936,6.22663389384412,30.606074539822885,47.66819279601407,27.317423898396605,81.6889261844664
11.523907369762712,36.0347716005975,20.187198367606808,16.422194801351512,21.474615526245984,13.057188783937526,26.85947974297052,nan,26.723891459050638,nan,37.36104863350698,19.27240554129652,6.125199685661821,29.94391859956918,46.72693950126124,27.034193054234514,80.32544266355072
12.329775018922032,34.871598081764844,19.384855449503956,15.781932049364746,21.40764968689238,12.765867525706085,25.81324748669865,nan,25.71424596628431,nan,36.56429164430805,18.746916105625143,5.9790004270161345,28.844542724066528,45.8422276435102,26.596181010202752,78.06483757618957
13.095349287389828,33.710169369922106,18.57611540778608,15.137905097930107,21.34813136864424,12.55798084773469,24.757773441773637,nan,24.794500456881256,nan,36.031579297860496,18.227317725694274,5.837609643745352,27.743608847602463,45.172372176535156,26.170572857444878,76.82852628903429
13.820630163389827,32.488176008731976,17.715541721062213,14.45450400775885,21.295129896020274,12.385747577356938,23.63989094580363,nan,23.85199537938683,nan,35.580503970421745,17.65280190154456,5.695190721144698,26.58204152511086,44.49115940649264,25.737428842032628,81.39430575590907
14.545911052474574,31.24325817044585,16.828360448511877,13.751275806012053,21.245167142172384,12.33714240045245,22.487511625758135,nan,22.933300799454127,nan,35.2378070614775,17.05738891976309,5.553336439429925,25.392146651594484,43.88427063206398,25.307206744163878,2392.4016870186933
15.311485317016947,30.37174865303218,16.20373002163547,13.254171799002389,21.195475750035943,12.391146436605267,21.681876332195376,13.279937786016053,22.22557235982904,7.616329407357498e-18,35.09881947071054,16.72150091030258,5.444935076150335,24.54706157441563,43.74409641024871,24.998425197356568,109.63655020947307
16.036766206101696,29.777380698690813,15.776613393127112,12.912605908004036,21.15107167552539,12.508456621995082,21.13228172633773,13.594634141580237,21.813310797404693,3.0201899334822583e-22,35.06551341109843,16.52858636730151,5.364121412496574,23.962772446354467,43.81008185629037,24.781106197234884,85.35168756596619
16.80234047064407,29.33636699744826,15.460339737255001,12.657720891573351,21.106811462276244,12.356367786886974,20.73688256686711,13.844275244261834,21.586071750338714,1.053768652036769e-27,35.088620030904636,16.32057546516996,5.296528878692029,23.522068177840833,43.89276734481103,24.61128579073122,80.24317617974012
17.56791473518644,29.02496876320022,15.238422752695923,12.476958521327097,21.065036820489027,12.176061236440638,20.45124801309671,13.773956035534141,21.30927696824059,9.573188061488021e-32,34.80235582017336,16.066541889140858,5.241584787822863,23.204799653550392,43.64681177480789,24.48285665912937,75.19622393152137
18.33348899972881,28.88605021753705,15.143881673043175,12.396098793945129,21.0255663246287,11.797365334873431,20.324853872916364,13.50218658308236,21.039798682156217,1.1781822213706156e-34,34.31543215942233,15.84051959455492,5.202910308506584,23.053078843900117,43.24170339774766,24.407738620786,70.31987003648109
