radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pani,err_pani,po,err_po,pB,err_pB
0.7860363636363636,18.38326931838233,5.904201425062225,6.147566345036545,1.873614854152855,19.26801446005495,2.784706510518637,-7.705124731918511,-0.2508026437282863,-2.317097610919093,0.8102996769887619,-1.847474812432632,-0.842350451258608
0.9825454545454544,16.798708620570057,5.392348133158854,4.951621975179996,1.5129649676905619,13.80782828708109,2.026035834845871,-6.197271342575166,-0.16465327188832732,-2.2062393998176044,0.7647767035042649,-1.77903039084198,-0.8147159566695668
1.2071272727272726,16.284342277721706,5.2240729863503566,4.2476845313388525,1.3039214703551687,10.200078686932365,1.5309419778517719,-5.050462306375996,-0.11260812334323508,-2.3972572548737343,0.8408389443299668,-2.0301641347779817,-0.9370380761512423
1.4597818181818183,15.938744218671975,5.10982473912911,3.828961237352164,1.1786425569518606,7.9035306435793435,1.201998800445046,-4.2236659899251245,-0.0810438007279539,-2.596342456019373,0.917180925756378,-2.3068147439419677,-1.069440634053253
1.7264727272727272,16.136867697876177,5.169847804027511,3.6414217546993592,1.1241900223920498,6.2927217130518045,0.9698506672709295,-3.7079657152519663,-0.06380724824659437,-2.9715187602535993,1.0566831649499624,-2.797056055303674,-1.3024291349234858
2.035272727272727,16.280602670105157,5.211960992690442,3.522174583013194,1.0889968459495467,5.076413373722146,0.7878971543868242,-3.368048662576981,-0.0531107901270044,-3.336730864419092,1.183679418486459,-3.325798262966325,-1.5512769485999545
2.3581090909090907,16.509211484363693,5.281134636059432,3.4241087746560077,1.063658253022692,4.088627816439933,0.646708160859512,-3.0101037007028424,-0.044031311417124686,-3.800189932089689,1.3775822402748168,-4.122328059702098,-1.9358052481132904
2.7230545454545454,16.534306893593122,5.284808535004345,3.3551475997031983,1.0442274114682863,3.367697771110739,0.5366882390970038,-2.6927203714544925,-0.03630428428309443,-4.078232023361087,1.4976073463330157,-4.8010427450775195,-2.258630797681048
3.1301090909090905,16.509554778339403,5.2722695354272275,3.3254422587807504,1.0352236832398023,2.8056174776640965,0.44757957163343404,-2.660319294230595,-0.0349358812552507,-4.353387396793003,1.5721853581972087,-5.471790125472716,-2.5709009021619247
3.5652363636363638,15.98145441153259,5.099068449181704,3.068058938792898,0.9585709132661419,2.292025884561843,0.3706827607736505,-2.388318879070753,-0.028929265864655523,-4.37597016161624,1.6056197104171754,-5.917952204581646,-2.784046710038864
4.056509090909091,15.527916489856326,4.9496299871595175,2.7677253977863154,0.8731779701593864,1.7772208592608416,0.297676089473272,-2.0071388460871087,-0.021963922251592074,-4.427523140894525,1.6988564234735901,-6.709851865717127,-3.1783059903480537
4.589890909090909,16.008882233587503,5.097947523499756,2.5277642242703773,0.8206445042185353,1.1995738995185958,0.22071954367163163,-1.5632801321130483,-0.01549675739919366,-4.497161656196805,1.8753431838790884,-8.524095320039638,-4.184929939208849
5.179418181818182,16.271510093249113,5.176314220137157,2.3686361044008297,0.7832347338109411,0.9025563154312104,0.175196474988243,-1.259868908888606,-0.011152924217881206,-4.064969657771303,1.7629032927611719,-9.063062452615808,-4.546301252392812
5.8250909090909095,16.553637481535244,5.260584002339886,2.5489143447976925,0.8164626319420268,1.0891612780008366,0.1913087938183665,-1.4941210132404263,-0.01308441569229895,-3.7376263525199183,1.4315582346808355,-7.220490480435184,-3.421128946622327
6.526909090909092,17.112013476064387,5.43230325918182,2.71607320889671,0.8545959176731125,1.097102258642872,0.18104943747721988,-1.4502789173613064,-0.011447365224584323,-3.297222351199248,1.1667317151477359,-6.357647535919807,-2.8959434899005996
7.312945454545454,16.913668459713236,5.363474306609783,2.4155728833460675,0.7754765645734889,0.7412819584116361,0.13108295929124228,-1.202411338501455,-0.008687307755663108,-3.0676309691455503,1.1392615626713405,-7.316506147782589,-3.418071428773619
8.169163636363637,16.712023698271974,5.293729087215344,2.094884361174848,0.7011632503864078,0.3145143165357622,0.06302400510978268,-0.9373748729509993,-0.006287439397838936,-2.2396605864158614,0.8149962934685313,-8.753921929153536,-4.350356503541931
9.1096,16.565159197971234,5.2414313957587995,2.2002312393309253,0.7125293502451019,0.5806005857454705,0.10534134442147737,-1.0302758104606304,-0.006607685644605335,-2.6222493224630568,0.9643238036090918,-6.9179061010639264,-3.2284245624014622
10.14829090909091,16.389834381906685,5.1802184583522815,2.463498765185455,0.7619523966782835,0.8537820466829584,0.13143458915208428,-1.3247078069542582,-0.008251278714521646,-2.4231082211768937,0.7025621426106783,-4.593822278018041,-1.946537886296988
11.299272727272728,15.952800292394283,5.036500897539138,2.4613807679441106,0.7483716857992478,0.8793341218483711,0.12598094159918727,-1.4203550512304077,-0.008227660415132823,-2.1010346334555234,0.49745172643855384,-3.398767797882393,-1.3734837463414173
12.54850909090909,15.067958736893798,4.75200497306571,2.3484808178253176,0.7108266260934464,0.7697421347892444,0.10823777824239685,-1.2750931158384085,-0.006604810306738121,-1.9471508198902117,0.45536804234914513,-3.3618289473389535,-1.3278506925595746
13.93810909090909,13.295975654142428,4.1886732004432545,2.1424567545798574,0.6496472104916292,0.629881609812856,0.08949395308198356,-1.3338822809843829,-0.007081377958923184,-2.1094757306521714,0.4939020987415329,-3.956953051542568,-1.5482592330486873
15.44,11.662112338999332,3.6701728972425394,1.9511769091130866,0.5948097463480727,0.5049947061594473,0.0735774276916394,-1.2349850275765222,-0.006429194770307508,-2.2243816860044126,0.5700093770739368,-4.945390963057059,-1.9323650713765483
17.124363636363636,10.69633138636488,3.3628117918440052,1.709897826837085,0.5249418144325357,0.3864925847571196,0.05808789692524634,-1.0140517813153371,-0.00475661446152303,-2.064420826223766,0.5728075840739972,-5.422453134416592,-2.1270110334116117
18.94909090909091,10.257688844501775,3.221801357829162,1.5402989788784256,0.470281228072748,0.35235568043131077,0.051747194923694215,-1.0570128714237603,-0.004748852347262272,-1.8519257624126215,0.4497842662894285,-4.357380471078031,-1.6700797796410018
