rel_err_q,rel_err_omega,rel_err_sigmagas,rel_err_sigmatot,rel_err_sigmasfr,rel_err_T
0.17533802597059037,0.0780710609473702,0.23932821511072194,0.10559317810175642,0.1061019707183872,0.1802887801990047
0.17124558960851213,0.07885276321582743,0.239328215110722,0.10559317810175639,0.1061019707183872,0.17891953360555732
0.15810142935457272,0.08003012722691485,0.23932821511072197,0.1055931781017564,0.1061019707183872,0.1773481349256798
0.1645536837128071,0.08134688648779023,0.23932821511072197,0.10559317810175639,0.1061019707183872,0.17580409821662105
0.17606806502885433,0.08228517398483985,0.23932821511072197,0.10559317810175642,0.10610197071838721,0.17407208155551473
0.18298479239209703,0.08282970473367733,0.239328215110722,0.10559317810175643,0.10610197071838721,0.17216390872816786
0.19006932669956775,0.08329267542932527,0.23932821511072197,0.1055931781017564,0.10610197071838719,0.17019459259868291
0.19401908067440718,0.08359567660860058,0.23932821511072197,0.10559317810175642,0.10610197071838721,0.16796988049842476
0.20472028545830326,0.08370796510569173,0.23932821511072197,0.1055931781017564,0.10610197071838721,0.16570539335908915
0.20950173282364778,0.08366629221666184,0.239328215110722,0.1055931781017564,0.1061019707183872,0.16321795747058226
0.21088807517895858,0.08360639148615379,0.239328215110722,0.10559317810175642,0.10610197071838719,0.16053016000261652
0.21903805823637962,0.08348307989955699,0.23932821511072197,0.10559317810175639,0.10610197071838721,0.1577531946542232
0.23843043670850098,0.08322015505899923,0.239328215110722,0.10559317810175639,0.1061019707183872,0.15473117014393659
0.2884063458700746,0.08254326081554231,0.239328215110722,0.10559317810175643,0.10610197071838721,0.15157853951893296
0.31802273522280516,0.08143193207771429,0.23932821511072197,0.10559317810175642,0.1061019707183872,0.14824022659262825
0.26854090480359577,0.08055496386476853,0.239328215110722,0.10559317810175643,0.10610197071838719,0.144748722098416
0.2382686764473761,0.08027017359208435,0.239328215110722,0.10559317810175642,0.10610197071838719,0.14113549743371945
0.2741214708782405,0.07991125027480384,0.239328215110722,0.10559317810175642,0.10610197071838719,0.13729701681976178
0.33933327458191276,0.07908411452530863,0.23932821511072194,0.1055931781017564,0.10610197071838719,0.1333465653125452
0.29038466471957997,0.07821262045589358,0.239328215110722,0.1055931781017564,0.10610197071838723,0.12926149280932311
0.21058605870633007,0.0779633759668762,0.23932821511072194,0.10559317810175642,0.1061019707183872,0.12503098496521198
0.17495009546117515,0.07821181666268989,0.239328215110722,0.10559317810175642,0.1061019707183872,0.12065524334248984
0.1652683926129861,0.07872077022446086,0.23932821511072197,0.10559317810175642,0.10610197071838721,0.11623989099884623
0.17068067059480455,0.0792481545890088,0.23932821511072194,0.10559317810175642,0.10610197071838719,0.11169324378198688
