h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
8.984944743094154e+19,5.209286837791036e+19,727610.4002578254,13856.225541594175,896972.2977764739,4527819952244.811,43903210880753.07,1.990496924985479e-06,9.714597927277944e-07,0.0,-1.1781176508824724,0.14815601550328703,0.1752891856996684
2.726566671218757e+20,9.05014239008133e+19,954744.0829316735,16386.642698247248,1130231.0508406593,5889668160457.813,48724914197003.04,1.0328049475241477e-06,3.9726009147037324e-07,9.613855384654008e-07,-0.6007040905810356,0.17817780953112633,0.5794319812335328
1.0029733699260177e+21,1.6993419876921115e+20,1352724.6061030019,20248.89359404853,1512633.4959392308,7649298296148.805,49151118516178.99,4.836030114894227e-07,1.7362975966129779e-07,3.2112201841041836e-06,-0.17934688002718752,0.1916216934336336,3.548685915264107
2.720216166205726e+21,2.7256056509538992e+20,1769040.5884441382,23994.129647885235,1220410.8733722935,9175266960060.354,48936121114061.414,2.7047560759973995e-07,9.313766232464383e-08,2.066885904833392e-06,-0.06764402903204737,0.19705109063862286,9.545923533913024
5.588296887411043e+21,3.774266720122966e+20,2187776.627189232,26693.746451927684,878338.602899149,10064360378682.32,44077467058673.58,1.7888013366140489e-07,5.6051047845146435e-08,1.3454166160625098e-06,-0.0380277917779609,0.22045091492464242,14.802448680179008
8.390056263791894e+21,4.3798288088607805e+20,2487253.353151559,29020.720675815664,657189.9374406143,10068309868311.064,40801341943987.41,1.4790905754621295e-07,4.046730052567486e-08,1.0167497989152123e-06,-0.0328881584024047,0.27195100569787006,15.705205643074445
1.047244788518388e+22,4.678916646373307e+20,2675532.4928779067,30275.150285920754,531120.5739887689,9846812617709.873,38347984728027.42,1.3570809451459574e-07,3.607426906914073e-08,8.528477363604327e-07,-0.024457247969356295,0.2596356958706437,17.67707388845176
1.0934885167713711e+22,4.603102532968379e+20,2689672.7685226426,31136.67180421906,430162.175590215,9493142555450.98,39949361678531.234,1.3888249612173471e-07,3.663828990622925e-08,7.290754882678893e-07,-0.020028877237806414,0.22647426059719902,16.82200358986565
1.2931784031297797e+22,4.8249032715638755e+20,2822475.8552675056,32221.744160596947,351466.58937737474,9333912394286.156,39078816352781.15,1.300088089477978e-07,3.1825258714171566e-08,6.148952669137082e-07,-0.018717034454692593,0.2421917173097101,15.965666517000702
1.5932175348543984e+22,5.170879556671658e+20,3005022.5773717817,33330.701798428054,297187.7870958155,9252712382336.729,37140928633968.836,1.1769230654827482e-07,2.6482945472700436e-08,5.376516050156698e-07,-0.018536184163256,0.2828797980257586,15.812988747917483
2.067606105840661e+22,5.610809000757179e+20,3249880.0360446847,34983.86631739011,246635.23900320317,9112092125150.018,34391213931194.668,1.0377023130913964e-07,2.267983653003239e-08,4.6409355427852285e-07,-0.014006074526763624,0.2891066510840575,18.970042036453318
