h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
1.3293412603659647e+19,4.1488448758848246e+18,161062.31563456645,87508.49021463448,4368142.039135765,1629082332257.65,347163729852850.94,2.2955159617544994e-05,6.40094366753763e-06,1.737163547690218e-05,-0.9488345288037872,0.17678935488189607,8.895044706320798
2.658274597285174e+19,6.561555668409488e+18,189493.5330570847,86067.69247231729,161263.99018847127,2151467618901.841,336545935575822.75,1.4279635746111776e-05,3.2146969532404055e-06,0.0,-0.9093937680142153,0.20096177940565196,0.37000376291001363
5.904784074694205e+19,1.1011864063600503e+19,235085.64928220565,84766.37162045739,145059.05386321386,2852232485586.3125,287125409880878.06,8.343609747541696e-06,1.7790278987614765e-06,0.0,-0.5827219404565926,0.21283872651028324,0.5475565550720839
1.121168657136152e+20,1.645054217099198e+19,278335.8832521189,83454.83063485674,131636.57654236804,3519690710422.98,247690444738198.03,4.6338376993267735e-06,9.636712893631244e-07,3.923759102817835e-07,-0.3781316259705693,0.21680194450876722,0.7994547018581806
1.8026098650535156e+20,2.165297848520461e+19,321878.5765510129,82202.34268980593,116233.37306444989,3924480199764.67,203304736332545.34,3.067083770795667e-06,5.879087871516556e-07,3.177959412396601e-07,-0.30848262803931037,0.23848754350369636,0.9228284017945574
2.334551307590884e+20,2.4572819569120936e+19,349493.1442069501,81004.60527099432,101383.67844477121,4020090159512.5464,173573409148888.03,2.475010306828131e-06,4.21576170917036e-07,2.3334489638577003e-07,-0.33487208604402396,0.28802698021215445,0.8398532996156989
2.6949591690069796e+20,2.5970278334874927e+19,366662.79791558685,79976.17599418177,89365.99071837653,3988139589737.383,155817561842870.97,2.2347455894942163e-06,3.7275390079312286e-07,2.1683288987701184e-07,-0.2809231551489983,0.2742310738051882,0.8760434432532489
2.7559520975254012e+20,2.5709077111683793e+19,363938.4899783815,78871.85333895605,76709.75215421885,3918476962930.595,156035541440164.97,2.2159943638766368e-06,3.7025420328565924e-07,1.9086306232805802e-07,-0.23829016042024034,0.2393520904474351,0.8408908619595313
3.081963371594626e+20,2.6815949405469184e+19,374436.7929569426,77812.04858371787,67446.99490006232,3910389385837.772,146473984539639.2,2.033696161295663e-06,3.183696634494188e-07,1.514154319629385e-07,-0.24296953795337384,0.2537995265184924,0.7628989290331981
3.557742098188056e+20,2.8486777286510395e+19,390396.5977817031,76846.44506163755,61387.454192503814,3923644719341.9995,133930414513037.25,1.8158405295707761e-06,2.635350448390182e-07,1.196559953845069e-07,-0.26604723422862475,0.2936894370985896,0.7100458869848912
4.246299172244424e+20,3.057932691198906e+19,410840.1605527661,75865.20977510513,56028.91037928692,3928393452022.7534,117800393834976.22,1.5702769347127892e-06,2.233666061508131e-07,1.2507248854235522e-07,-0.22879096175372665,0.2992416908553049,0.7863894827303972
4.675013799417602e+20,3.143307591068889e+19,421698.2749284296,74969.46493844982,50915.757398152484,3877217927629.104,109121825912539.36,1.4648174503984783e-06,2.134587132979087e-07,1.323541354702417e-07,-0.16932586195040608,0.25937377153508634,0.8981998484774337
4.9957618600032456e+20,3.178216824890119e+19,428045.53559725493,74057.54871697648,45418.15475576778,3809244807012.753,103465944771765.03,1.4038298114580062e-06,2.1456502039939733e-07,1.3318338545073535e-07,-0.12038184525046382,0.2113645603792447,1.029567992125829
5.868265052434508e+20,3.38004422089418e+19,453046.53709062916,73223.62705736732,40713.346951677995,3778217732751.667,90920537343261.34,1.2571055358386722e-06,1.956471755046294e-07,1.2920777446583533e-07,-0.089681178322131,0.19001109747637535,1.207741830182237
7.32851928354075e+20,3.720973777352607e+19,483310.4540063788,72417.25650338444,36911.531960413755,3836240454770.5864,78794980913878.9,1.053244382160491e-06,1.6653140397552271e-07,1.2300471202082449e-07,-0.06539377636148068,0.17774512035505097,1.5058182530952204
9.101468520014342e+20,4.086249570471011e+19,500868.6101995351,71551.80057719721,33608.2653393689,3971250291030.289,70904267415533.17,8.508163201038751e-07,1.3543910594557238e-07,1.1258879232861187e-07,-0.0501558153911457,0.17364610507354677,1.8311005473981674
1.0624145700952563e+21,4.397535530082636e+19,497966.66123877146,70757.71511130211,31689.58058785787,4201022597519.4653,70330678369739.73,7.025862452315043e-07,1.1263609700882968e-07,1.0238271228143306e-07,-0.042527362533000504,0.17469154068005907,2.1052958481675024
1.2823977309122504e+21,4.81605147844288e+19,498547.7598957853,70029.30499696257,30127.22971562776,4488914984116.947,68538267697187.805,5.602649610248436e-07,9.069281271880826e-08,9.228898815514438e-08,-0.03510360128306967,0.17716611480253625,2.5285265690184873
