rel_err_q,rel_err_omega,rel_err_sigmagas,rel_err_sigmatot,rel_err_sigmasfr,rel_err_T
0.15734601218172248,0.0924789821672755,0.8422730064536255,0.1055931781017564,0.10610197071838721,0.2283898649736943
0.17765488666481788,0.09835284734328915,0.8130346878910717,0.1055931781017564,0.10610197071838719,0.22093105405198002
0.19240172894377808,0.09642450697253445,0.7622280696027874,0.10559317810175642,0.1061019707183872,0.21430072156432928
0.19911093693126153,0.09202647156219902,0.7055273577051208,0.1055931781017564,0.1061019707183872,0.20772052230390786
0.22489378575386168,0.08725283840004913,0.6597509598749025,0.10559317810175643,0.10610197071838721,0.20153238064760343
0.2799417903679604,0.08113315531871966,0.6176633667996305,0.1055931781017564,0.10610197071838721,0.1957022712135526
0.2658507586283891,0.07643803680007377,0.5920849256092753,0.10559317810175642,0.10610197071838721,0.19076456884922594
0.2282031998432054,0.07371341409823425,0.5716857598442431,0.10559317810175642,0.10610197071838719,0.1855327311988718
0.2437451464539228,0.07204453473358512,0.5475402568432804,0.10559317810175642,0.10610197071838719,0.18058020606948189
0.28647639929382784,0.06986013646260586,0.5232621047817043,0.10559317810175642,0.10610197071838719,0.17612621786239996
0.2928200478668561,0.06743230925430958,0.48998189399415404,0.1055931781017564,0.10610197071838721,0.17165710022237338
0.25099879806572317,0.06568144171884392,0.46895342121442923,0.1055931781017564,0.1061019707183872,0.16762750010775854
0.1991316952774763,0.06527551414090325,0.4514481035704375,0.10559317810175642,0.1061019707183872,0.16357431549169188
0.17503792203632523,0.0659778705198765,0.43493855831442074,0.10559317810175642,0.10610197071838723,0.15991121407862233
0.16046351299160663,0.06794621028165558,0.40995475851912655,0.10559317810175642,0.1061019707183872,0.15640858288480866
0.15467906846991167,0.07132252784892068,0.37007325935380114,0.10559317810175643,0.10610197071838721,0.15269245576216697
0.15511590965065547,0.07429821896812262,0.3327514700182648,0.1055931781017564,0.1061019707183872,0.14932208534961222
0.15775991499782477,0.07621524716103659,0.2956220591454675,0.1055931781017564,0.10610197071838721,0.14626353925483446
0.16295081197958758,0.07768673235974201,0.2593597140878119,0.10559317810175639,0.1061019707183872,0.14332777385955722
0.16936162684136907,0.08085790420190136,0.23434294324195398,0.10559317810175642,0.10610197071838721,0.14035411254446598
0.1754963249443636,0.08394820562773449,0.21680954415306147,0.1055931781017564,0.1061019707183872,0.13764858593274745
0.18235570484595776,0.08524484508056945,0.20275023898578037,0.10559317810175643,0.10610197071838721,0.13490365466372783
0.18291700396039132,0.08444818557207669,0.19076864590545586,0.10559317810175642,0.1061019707183872,0.13226605951423595
0.17877807722393335,0.08262502427294303,0.182215722452989,0.1055931781017564,0.10610197071838721,0.12972962540817023
