h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
3.162428695067025e+20,1.9946980254854083e+19,403629.7213698751,68917.67893403802,44703.9203362309,2368174051157.7725,1114399948813.5618,5.538653396280896e-06,2.2224214516967296e-06,2.1616114866806025e-06,-0.013733786711726344,0.16523833539601807,12.007213867951398
3.4921601605209063e+20,2.0567749610735583e+19,390371.6183597991,68733.68616640917,33703.17462649372,2541227149209.8335,1316550231269.2322,5.328498404855209e-06,1.8734307284702301e-06,1.5798436510808e-06,-0.015369872945898096,0.16937227642011524,8.80413857717676
3.983379039513402e+20,2.161899777691218e+19,388855.27241971786,68506.53597994224,26426.413571862224,2789247239058.5093,1605059965575.808,4.997246393503204e-06,1.6083747098968285e-06,1.1425021511655392e-06,-0.01630297124345856,0.16395714358650382,6.645810142655136
4.3799039331695736e+20,2.241712150333474e+19,385126.73611956363,68301.86392395465,21476.027710626502,3087788523554.909,2063706563014.0283,4.773562228177398e-06,1.4465608625618128e-06,8.667858527323943e-07,-0.01840677272057952,0.17165922222356716,4.870050772746508
4.240664753208803e+20,2.224660556997408e+19,351046.83765206527,68075.34571563103,18312.996509392513,3351264220406.6855,2736644325619.421,4.83858475276316e-06,1.3898797279987436e-06,7.257476022480413e-07,-0.021774077384637127,0.18287414353233525,3.820607782162328
4.386079281055485e+20,2.2691503006477533e+19,337349.0373161375,67787.59586630201,15809.724285407845,3706151338927.342,3638669084342.292,4.72757028519254e-06,1.292046123285458e-06,5.679740420926327e-07,-0.025675441383487957,0.19032281281967825,2.8500400821866627
4.8800440762770267e+20,2.3809208954185224e+19,341062.7981174203,67520.9008259745,13543.383284440619,4133598820973.2964,4698456252467.291,4.448937420606882e-06,1.1869216766088181e-06,4.3386352490192727e-07,-0.028085362024876395,0.19697947308172242,2.192754479698928
5.6868140474932455e+20,2.543798800896476e+19,357071.8112111033,67193.85122906546,11539.153667476174,4653718907378.498,6033836106405.581,4.08778899850964e-06,1.0807587439880735e-06,3.1768194635204435e-07,-0.029563690332914058,0.20054704601631343,1.677133263656669
6.079101939805087e+20,2.6299496741926445e+19,354675.95299300307,66868.87275018824,10147.956505928674,4903983174994.028,6792525052678.354,3.92624257038876e-06,9.869551769777088e-07,2.600683512988451e-07,-0.03202562586869718,0.21109371034834498,1.4185511682998213
6.694286626005539e+20,2.745355521513639e+19,362104.20881679404,66505.18001308749,8882.85277741234,5155856206151.779,7470397554905.999,3.724415216505963e-06,8.682273641614199e-07,1.9458299289354566e-07,-0.03565650786238637,0.21749723659240613,1.1230735737293247
