rel_err_q,rel_err_omega,rel_err_sigmagas,rel_err_sigmatot,rel_err_sigmasfr,rel_err_T
0.25813056562763004,0.10995260404902635,0.16746068170975884,0.2154244781766707,0.106050085616586,0.10305466296218456
0.19796867946232746,0.08675260496601628,0.15074872677707382,0.21667319895003478,0.10605008561658602,0.10062045192345069
0.20795036401385628,0.07778340757491738,0.15028873993409622,0.21806181835652347,0.106050085616586,0.09835054849897279
0.19704701289150184,0.06793463422979144,0.15033194023397695,0.21965334327368274,0.10605008561658603,0.09612938743558172
0.1714376360532884,0.06089578120758167,0.1493804601054825,0.22136900834177428,0.106050085616586,0.09405550223785182
0.15515190526124004,0.058175350988934164,0.1518120157609457,0.22324076398281698,0.10605008561658599,0.09206921085849543
0.15629764977510802,0.05637757358823896,0.15048676255180882,0.22531569686443365,0.106050085616586,0.09011989512126081
0.16364524427926366,0.054030552491391805,0.16165456093098365,0.22749139543906086,0.10605008561658599,0.08829473975923181
0.1557198080230473,0.05112439176605025,0.16070751147581613,0.22986894689186024,0.10605008561658599,0.08650041879404859
0.15370333313329432,0.04973884183044476,0.16907558497381298,0.23233139198003164,0.10605008561658599,0.08481755757433722
0.145063146734874,0.049735723014985155,0.17267237147147432,0.23492889351301838,0.10605008561658602,0.08319892671404015
0.13289111524200578,0.05022303939357279,0.17042951147164503,0.23765703749404193,0.10605008561658599,0.08164091782029098
0.1372989209114093,0.05070986616916256,0.17057407674967362,0.24058207422142214,0.10605008561658598,0.08010449115795361
0.13842484230100974,0.051166693754784595,0.17104719133420493,0.24356105771127193,0.10605008561658598,0.07865921511191257
0.1487959274005588,0.05150419505307073,0.17707785889193658,0.24673371888830037,0.10605008561658602,0.07723198533455725
