h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
7.719616184724321e+19,7.414314352585229e+18,73589.91794618008,30477.201484862235,18611.92120934844,5724002357301.521,24767566671944.79,5.08492518610866e-06,1.2209867975236903e-06,5.048999049515535e-07,-0.20253454832618042,-0.2662184814844207,1.2234737959019952
1.405698763027229e+20,8.985776824593506e+18,81312.37918565379,35251.14745068278,9795.400270774258,6106588934736.542,24637360374900.69,4.2261470908167655e-06,9.811007165810274e-07,3.7989908208236454e-07,-0.08425117804021,-0.2076611509519435,1.8620159938929177
1.5911886066321693e+20,9.22770460321222e+18,81796.15092558492,35176.532760241775,7196.923636827773,6236879325167.444,25697610955982.395,4.1031332941285834e-06,8.50495624987335e-07,2.7542714454423597e-07,-0.0880763268492368,-0.2162586442489788,1.489195849001767
1.7200277629156685e+20,9.514242405414343e+18,73805.5201369785,34925.149946589925,5861.727099553416,7140528371093.584,37192883223431.86,3.5597888283447893e-06,7.425699488828298e-07,2.337356127040221e-07,-0.07635681425727027,-0.2035737057920794,1.642074457052399
2.638588304079643e+20,1.1496735046924943e+19,75781.1330728609,37820.72640889006,4568.273393629745,8408793601528.481,50112699500453.17,2.878914997316367e-06,6.399742255376459e-07,2.1086631455888383e-07,-0.03930996430363379,-0.1779331347847104,3.014211796438315
3.503025365980753e+20,1.2892469808949154e+19,89649.9527627446,38904.73563971287,3672.371280702199,8027730466321.681,38792665676957.01,2.97214563363883e-06,6.249675995678299e-07,1.7825841003137787e-07,-0.029938341261701137,-0.16482537567715616,3.1910210479515264
3.1477046890582206e+20,1.199492118439361e+19,74533.85376071306,37788.42683088396,3131.654822881463,8992506297051.92,60632687277893.266,2.708563993790036e-06,5.639914496745923e-07,1.5762986266066695e-07,-0.0330404643639344,-0.16550849410276022,2.894872866959783
4.553027732172998e+20,1.4376683745227414e+19,80106.25964213858,40393.37086769631,2662.942846909501,10265444756761.129,81647878909703.7,2.413544345391913e-06,4.977826097294928e-07,1.4113965809768342e-07,-0.0228897464148966,-0.17142586718328176,4.259536258066882
4.730566240678312e+20,1.4584635316381792e+19,74820.39728521222,39803.30796804245,2393.694672442474,11178894798387.568,101451260685248.53,2.2101567071538803e-06,4.6286306102003835e-07,1.2776808448458196e-07,-0.020986074773791576,-0.1636874991350327,4.593789087541372
5.91477305477134e+20,1.6559905437674177e+19,73638.17571137552,40761.73112975981,2197.923979785291,13144468979644.732,147972264311673.28,1.9062894991363465e-06,4.1456070530181207e-07,1.162294633366557e-07,-0.015811901084423072,-0.1610010803102226,6.526265652306955
6.721763515577401e+20,1.7678827336193495e+19,75296.8707942462,40914.27267210255,2022.5064015642197,13876435528519.994,162456645830973.5,1.8189764599073768e-06,3.9965226293425935e-07,1.0754495326108837e-07,-0.013461721579815204,-0.15380309647322446,7.456909691175614
6.498469732287363e+20,1.7346804519588696e+19,60325.66127082835,40110.077045112426,1864.423564581798,17019676151133.584,300121735949065.25,1.4880813522105623e-06,3.6150085165363787e-07,1.0174937290102191e-07,-0.011354911842401658,-0.1419093246355909,9.94843046116022
7.489768013566548e+20,1.9111354507183034e+19,52722.97559307212,39786.0225512876,1818.776343588171,21583448155648.023,507290514223800.1,1.14877319935636e-06,2.984200092857147e-07,9.224050855614497e-08,-0.0092930586889402,-0.1438930757114761,14.472193558844884
9.593065350696252e+20,2.2940136397870227e+19,47227.82143922463,39315.86773749012,1908.9639739140116,29116247605137.555,863716825723179.8,8.110127467590735e-07,2.3618601241784907e-07,8.20124812318816e-08,-0.0066533555592453875,-0.14157139584197453,25.714125932051235
1.472932452410017e+21,3.1132166745931956e+19,51558.19840226056,39377.09315106813,2125.794611146476,36800225359084.71,1016937837120791.2,6.042774710383219e-07,1.8529488972844403e-07,7.02623026673762e-08,-0.00479628919809661,-0.14808135180210685,43.102960609006956
