radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pani,err_pani,po,err_po,pB,err_pB
0.6153,14.258162570844865,3.8184595595265076,3.0598895085986135,0.9023517808614008,2.8339221276475817,0.6202209786688312,-2.0428453727426024,-0.03185887609279198,-3.263838295752415,1.312585100261554,-3.975482137403329,-2.0585808059422557
0.8592,13.485502750745686,3.614142813677069,3.2525633142373698,0.8722303224633257,2.8215916749966823,0.47961351843461786,-2.458198471541103,-0.03425638053177363,-2.656535163217302,0.7767565141353802,-2.781909125572601,-1.2707371414924382
1.103,12.64623079997062,3.3919208232515365,3.097068466840746,0.8110770541071702,2.5534811861085593,0.3964693996749581,-2.566606534549617,-0.03324439883001979,-2.4910802646963077,0.6407599158129883,-2.4384318332518276,-1.0773366072294301
1.346,12.136080388998687,3.257923895970597,2.8212664112047707,0.7398732877407005,2.225794038796014,0.34149490813925076,-2.2626356626134068,-0.026219644904720295,-2.3506808843452007,0.6199812065317757,-2.413430751829167,-1.067609414450251
1.5900000000000003,12.018709870281564,3.2294769356472486,2.617771850848291,0.6884052961769409,1.9565171162177963,0.2982481991576673,-1.9872053561724223,-0.020467592839098867,-2.2072502171463158,0.5952004963694898,-2.377211360360274,-1.055012473898521
1.834,11.528676112627322,3.1009717053964923,2.417189726710844,0.6381865328849929,1.765801840009294,0.26806475401823826,-1.9474688918585072,-0.019514160461156328,-2.1552427538145014,0.5763728344228282,-2.320548245251863,-1.0350678584447535
2.089,10.616597292460206,2.858918659209679,2.248031638118819,0.5911105625958819,1.6440428070475828,0.24238456238866773,-1.9121384810419164,-0.018683586934825698,-2.037297251964434,0.5273447690222663,-2.136525371393945,-0.9472203736982115
2.333,9.670728283443873,2.607261036469692,2.1316645003370707,0.5550198275846409,1.576107974253347,0.22151545521886237,-2.120979138616189,-0.021518891590373644,-1.9820661463162992,0.4586483710079887,-1.8721020212736665,-0.8183603180932095
2.577,8.820863195368338,2.381093880147255,2.02827403690686,0.5232084677840642,1.5131535433199983,0.2030987575875555,-2.3091853248033156,-0.02404849794510235,-1.9244819717277173,0.3983167704793971,-1.6245762465985185,-0.7006776678183566
2.821,8.028119290873713,2.1699525643561026,1.9303127986243682,0.49380762319307325,1.452716488097076,0.1867467361294682,-2.472404780374248,-0.026231598582599484,-1.8672839862409658,0.3488339136668215,-1.4011979323447488,-0.5970520582464898
3.065,7.877745395223754,2.1322587783064924,1.8900995832254492,0.481162322183246,1.382588786250681,0.17293942121276867,-2.4821938743172978,-0.025319950689507802,-1.813988441827417,0.31678424364334207,-1.280095743901734,-0.5415193772637936
3.309,8.570803778530637,2.323225072862214,1.9308342884511887,0.49009691529331684,1.3015243917359174,0.15958964720902485,-2.2141055640026486,-0.019515023673935438,-1.696632388372626,0.28744384125298755,-1.2375490125796895,-0.5212299346069754
3.552,7.811276218500308,2.1205601516044483,1.8007376618073336,0.4573206370775782,1.2387068778949413,0.15116714174748377,-2.2983640524789917,-0.021018147189069643,-1.7068474527488053,0.2847970182935597,-1.1954996956893962,-0.5038747905091245
3.796,7.479233911166899,2.0336524898239814,1.6958048872134848,0.4320693997700563,1.1609125455793574,0.1424892972744829,-2.187842640231364,-0.019494998110461657,-1.6623233814147529,0.2845638184529624,-1.2052531086188705,-0.5103618228091735
4.04,7.116856236979248,1.938331283204056,1.5914796156527813,0.406800110731081,1.0870070715239608,0.13413049508972694,-2.0641372090353527,-0.017846494060552456,-1.596761118980249,0.2796471323475425,-1.1891286266691976,-0.5059155029258195
4.284,6.558415502341453,1.7893187788042335,1.471729387656277,0.3774041118161123,1.020292168703833,0.12652190342379788,-2.2298721341292755,-0.02050400379290274,-1.6397910723297842,0.27648169025269254,-1.1348235075608855,-0.4851231738313581
4.528,6.163429824024915,1.6845684191676678,1.401722686136202,0.35935462368675075,0.9782663461560939,0.12020640148747647,-2.1753223197092497,-0.01974344432797684,-1.5748459881102288,0.2626841629915974,-1.0654402566380796,-0.45537971870871946
