radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pani,err_pani,po,err_po,pB,err_pB
0.7860363636363636,18.38326931838233,5.904201425062225,8.547100161598507,2.6049289952979,19.26801446005495,2.784706510518637,-7.705124731918511,-0.2508026437282863,-3.947526131686448,1.3566668547778433,-3.3678281849895604,-1.5330788101118655
0.9825454545454544,16.798708620570057,5.392348133158854,6.834659488974741,2.088325890939357,13.80782828708109,2.026035834845871,-6.197271342575166,-0.16465327188832732,-3.695916910642479,1.2659114271614795,-3.2336896337674332,-1.478692014678436
1.2071272727272726,16.284342277721706,5.2240729863503566,5.807225921412655,1.7826574705034235,10.200078686932365,1.5309419778517719,-5.050462306375996,-0.11260812334323508,-3.917863586650701,1.3739537638728103,-3.6549916481770124,-1.6838259482284836
1.4597818181818183,15.938744218671975,5.10982473912911,5.18343946913016,1.595582188219175,7.9035306435793435,1.201998800445046,-4.2236659899251245,-0.0810438007279539,-4.125701014262287,1.4738708048674345,-4.09556539178763,-1.8942917966426225
1.7264727272727272,16.136867697876177,5.169847804027511,4.8632890089740055,1.5014083366865811,6.2927217130518045,0.9698506672709295,-3.7079657152519663,-0.06380724824659437,-4.549265875537271,1.6546138427975898,-4.853807686823237,-2.252920583797561
2.035272727272727,16.280602670105157,5.211960992690442,4.631158217679719,1.4318758407006669,5.076413373722146,0.7878971543868242,-3.368048662576981,-0.0531107901270044,-4.90315342603046,1.7952002866610532,-5.610650520321371,-2.6061698288398647
2.3581090909090907,16.509211484363693,5.281134636059432,4.417187964268194,1.372146372253719,4.088627816439933,0.646708160859512,-3.0101037007028424,-0.044031311417124686,-5.34811574083509,2.011402714817029,-6.711792855601903,-3.1338420452887505
2.7230545454545454,16.534306893593122,5.284808535004345,4.244848246332737,1.3211302229254662,3.367697771110739,0.5366882390970038,-2.6927203714544925,-0.03630428428309443,-5.510370055816963,2.102698090068874,-7.532538850646399,-3.519412223211535
3.1301090909090905,16.509554778339403,5.2722695354272275,4.116065937361633,1.2813480459274857,2.8056174776640965,0.44757957163343404,-2.660319294230595,-0.0349358812552507,-5.631470924954843,2.1155591418074047,-8.230110534842305,-3.8372047984499162
3.5652363636363638,15.98145441153259,5.099068449181704,3.7616342415700936,1.1752685467423598,2.292025884561843,0.3706827607736505,-2.388318879070753,-0.028929265864655523,-5.553303198728053,2.1174850973173975,-8.74729167471379,-4.080397547362926
4.056509090909091,15.527916489856326,4.9496299871595175,3.364367245877914,1.0614099812705513,1.7772208592608414,0.297676089473272,-2.0071388460871087,-0.021963922251592074,-5.520323194009955,2.1904656110935394,-9.760928443810093,-4.576318838576238
4.589890909090909,16.008882233587503,5.097947523499756,3.024889428678546,0.9820373520913767,1.1995738995185956,0.2207195436716316,-1.5632801321130483,-0.01549675739919366,-5.421852741898903,2.309842804444147,-12.025028871621593,-5.817339209792726
5.179418181818182,16.271510093249113,5.176314220137157,2.8154399518112343,0.9309789532974193,0.9025563154312104,0.175196474988243,-1.259868908888606,-0.011152924217881206,-4.818932133238556,2.126431542170707,-12.624375720296033,-6.23323467234365
