radius,b_iso,err_b_iso,b_ani,err_b_ani,B_bar,err_B_bar,pani,err_pani,po,err_po,pB,err_pB
5.8250909090909095,16.553637481535244,5.260584002339886,3.0069141147399954,0.963168110044554,1.0891612780008368,0.19130879381836655,-1.4941210132404263,-0.01308441569229895,-4.412722284966198,1.7465412019282744,-9.93522550774933,-4.662807821962499
6.526909090909092,17.112013476064387,5.43230325918182,3.1583676760000707,0.9937611819810935,1.097102258642872,0.18104943747721988,-1.4502789173613064,-0.011447365224584323,-3.820716607701559,1.4048674812342647,-8.515329745620871,-3.853467773892659
7.312945454545454,16.913668459713236,5.363474306609783,2.7776736188121456,0.8917225434486123,0.7412819584116361,0.13108295929124228,-1.202411338501455,-0.008687307755663108,-3.484267425613467,1.3362999929060555,-9.591326004865074,-4.445735392563974
8.169163636363637,16.712023698271974,5.293729087215344,2.3843398826322066,0.7980447671081771,0.3145143165357619,0.06302400510978264,-0.9373748729509993,-0.006287439397838936,-2.4595498106544853,0.9238632058830484,-11.244419918881745,-5.531334214417013
9.1096,16.565159197971234,5.2414313957587995,2.4816824379365565,0.8036753334869173,0.5806005857454706,0.10534134442147738,-1.0302758104606304,-0.006607685644605335,-2.915143297873292,1.1058164241912554,-8.745007892453243,-4.057321124300759
10.14829090909091,16.389834381906685,5.1802184583522815,2.7603881377229174,0.8537793430320406,0.8537820466829585,0.13143458915208428,-1.3247078069542582,-0.008251278714521646,-2.6812624256134536,0.8131742426847657,-5.7373010360804395,-2.4252254795848156
11.299272727272728,15.952800292394283,5.036500897539138,2.7819601878762388,0.8458424079449893,0.8793341218483711,0.12598094159918727,-1.4203550512304077,-0.008227660415132823,-2.3274654834340858,0.5857062061533014,-4.318407117971245,-1.7426048423961353
12.54850909090909,15.067958736893798,4.75200497306571,2.5910414778031168,0.7842436939469865,0.7697421347892444,0.10823777824239685,-1.2750931158384085,-0.006604810306738121,-2.1096555212278254,0.5187809866068869,-4.074692029359991,-1.6076827269077152
13.93810909090909,13.295975654142428,4.1886732004432545,2.230523848818709,0.6763513864270696,0.6298816098128561,0.08949395308198357,-1.3338822809843829,-0.007081377958923184,-2.177637226651583,0.5206403365874184,-4.28117845476066,-1.67421109058034
15.44,11.662112338999332,3.6701728972425394,2.0134071615185065,0.6137804303878247,0.5049947061594474,0.07357742769163941,-1.2349850275765222,-0.006429194770307508,-2.2801408911806282,0.5928816676739047,-5.257443369909013,-2.0529659953718156
17.124363636363636,10.69633138636488,3.3628117918440052,1.798946132932632,0.5522798100953573,0.3864925847571196,0.05808789692524634,-1.0140517813153371,-0.00475661446152303,-2.1487229222315927,0.3239884266555855,-5.986427038852178,-2.3451608792988536
18.94909090909091,10.257688844501775,3.221801357829162,1.5656104619232276,0.47800928314119945,0.35235568043131077,0.051747194923694215,-1.0570128714237603,-0.004748852347262272,-1.8746844993037444,0.20849388950797032,-4.4987927476474905,-1.7238405455799588
