radius,h_err,l_err,u_err,cs_err,sig_err,Btot_err,Breg_err,Bord_err,po_err,pB_err,alphak_err,taue_err,taur_err,dkdc_err,mach_err,gamma_err
7.25,0.08242857466249798,0.008713690728247032,1.1457993305191596,1.5929158807144075,1.5057750169851005,3.1771345567387796,0.3116151509075864,1.037503663118405,10.464092763382666,-4.0219471761524215,0.17206701075507516,0.5754386745783872,10.370660243633864,3.1470501861178497,0.18305694614953494,7.13208645815864
7.75,0.08844737731315337,0.008739928182906127,1.0427569527117424,1.6027830290162604,1.513516714239885,2.836368980070138,0.3129749607724487,0.982591431400866,9.852498950949773,-3.156338328977606,0.1507123012301322,0.6338839222975167,13.985853389619175,4.125170337853414,0.16543713324453782,7.277489166552525
8.25,0.09417002011527108,0.008627887608356954,1.0243487808875567,1.6126023663969302,1.523361178685747,2.8317481698628173,0.3046531899616866,0.9858225337310079,10.133753178161719,-2.712915199699754,0.12835405214840992,0.6366923435461281,14.75762146699777,4.471993128844411,0.16140340478808993,6.674757382230251
8.75,0.09802225018904265,0.008429441332362338,1.0747355468557354,1.6223742701361046,1.5320017831219614,3.1136924474488668,0.27632603703725406,0.9923867710993595,11.20438282641776,-2.8366700679452665,0.1094666018081964,0.5926063822675602,12.647392618421552,3.707306844633163,0.1681987866563487,5.342599134366716
9.25,0.10083987010398886,0.00819670751698043,1.0989084778520697,1.6320991295603762,1.5412627099965404,3.343137429031205,0.25604634934829446,0.9826617862995206,12.171485895795602,-2.9911478318084432,0.0949875110920743,0.5633144634620798,11.653110940647837,3.1621412674749676,0.17083603842622466,4.293248372236749
9.75,0.10233055033475132,0.00801013374559518,1.1003548699310326,1.6417773441949561,1.5504581648723625,3.4850304485348422,0.22792335895464735,0.9389698413860756,13.121088029236512,-3.3143930705691065,0.08425735558298039,0.549529670701928,11.487845214086049,2.64173797687718,0.16993649849206074,3.3734981243187514
10.25,0.10412335010263621,0.007907712001953402,1.1303172479407564,1.6514093221047148,1.5598129656217032,3.6883102729335144,0.1915840356131699,0.8699167967710307,14.823982522827672,-4.181539344379818,0.07718414447128842,0.5279013340054587,10.594704348399082,1.957675648585427,0.17343163513106222,2.270541663193324
10.75,0.10924776624244867,0.007945853700793053,1.1821282730530753,1.6609954784053034,1.5701133261972173,3.8548007632040395,0.16668026865200186,0.8321792933276833,16.447550398105125,-4.740061189577243,0.07174033165187463,0.5069941828260022,9.422393627950457,1.628049194633806,0.18022032020826836,1.6263715110899093
11.25,0.11325844800831042,0.007987181801198437,1.091696647157796,1.670536233927159,1.577960252333238,3.5114119300436246,0.17102058832914424,0.7783090810319858,14.973041645431781,-4.112667753096383,0.06699924634079858,0.5516322694177704,12.173420776692769,1.9625778904011508,0.16538208309796584,1.8716545600032597
11.75,0.11785170644884019,0.008048257857367368,0.9625777699970804,1.6800320140170384,1.592521726896374,3.024795157414892,0.1797228323931357,0.7265099400809502,13.023363803496913,-3.146236583096786,0.06248084386340173,0.6301750274947653,18.11200357130047,2.7831620183854695,0.14491216250572997,2.357985013789449
