radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,pani,alphak,taue_e,tau_r,dkdc,mach no,gamma,e_folding
1.221815106875,0.09868976167011548,0.020694235242429408,18.974284328029697,7.0674940217184865,20.247788459679736,27.603000751424325,16.56099232126635,16.85389503533427,-1.4178161312322053,-1.2577335413866184,-6.223962936974113,0.0984372005477401,1.067267518682065,0.14466551771990038,6.435031579375152,2.684725911294939,52.07138739704854,0.01920440476023654
2.0363585118125,0.14792831996843958,0.02304978669027711,17.623301936890968,7.222763072109125,19.045972738472777,21.35290448959554,9.131403759416147,9.457583218683949,-1.445054915507141,-1.2566447537353576,-4.364074037352268,0.07309931238581971,1.2798790888781852,0.21003552635646114,5.723855961488853,2.4399667773879745,21.725154627042187,0.04602959183338834
2.85090191675,0.20941603094964836,0.026055023754107363,15.982660754611967,7.374763795852715,17.60206197698535,18.189478977490666,7.366462038489838,7.807395975214947,-1.254853788452634,-0.8642783378674398,-5.058703435824259,0.0749676455049007,1.5952608493919713,0.3318344081902804,9.299320532255123,2.1672098520090914,16.356610300699522,0.06113736169145224
3.685808906625,0.21085748118531925,0.025161166431427774,13.244438093543588,7.527379793735006,15.234060094828251,18.342926367440178,4.95300082183207,5.767218184061108,-2.03900730562541,-1.5798758525762608,-3.903121045830117,0.11566986453775092,1.859030639011439,0.5866766074510434,6.508545051320944,1.7595017730561244,9.771901228346232,0.1023342312445003
4.5207158965000005,0.21856144069901293,0.0235853590275059,12.114228770414595,7.676962424920431,14.341906804033448,19.772164057249196,3.632559681106918,4.724840706437869,-2.4357911383653827,-2.314336385587923,-2.7355508367642423,0.12600549158924168,1.905180095964605,0.7475064871165523,4.705083256939449,1.577997663644961,5.877323442300198,0.17014547690243023
5.3352593014375005,0.2765491665747207,0.02507097990624279,12.293662618581505,7.820139814762705,14.57013134127298,18.41120614946826,3.361046869531576,4.432531516544713,-1.9355234224050215,-1.5723274028864889,-2.7904950286287074,0.09729889515943123,1.9956268258236984,0.7889281092634229,6.227328855744041,1.5720515118379053,5.065383794821734,0.19741840707554775
6.1701662913125,0.3873585022809503,0.029580490805907755,12.772954819409403,7.964225777622517,15.052483750385544,14.951409105698149,2.9544224208213135,3.8116728502451114,-1.6074021264832279,-0.9718228627405331,-3.2231929060707163,0.07596245840173871,2.266226504129189,0.8607941982141916,9.355668599131581,1.6037911500824362,4.357060645586558,0.22951252721555304
6.9847096951875,0.5721898126814713,0.036532739456693324,13.123055933699895,8.102328485247277,15.422785867730427,11.514689218122385,2.7101786683179134,3.42183402909853,-1.4460555415810645,-0.5050010789561261,-4.044346336426364,0.06414923193595176,2.7241848570042944,1.014560499213419,18.053179129423025,1.6196647615058264,3.998553808644932,0.25009041965072104
7.8196166850625,0.7036908694298637,0.03943711187974119,12.560970302413674,8.241482415036723,15.023315457497318,10.54612365991008,2.4534201320042026,3.3030035078942186,-1.7325287554829887,-0.3706510483667012,-4.73520183650777,0.06355441208292366,3.0723538184914045,1.292192349635585,25.683627237456303,1.524115404225819,3.4202991258768884,0.29237208887208727
8.63416009,0.6316634795351321,0.03544023569354211,11.201465903534048,8.375014450504324,13.986196961082456,11.58413085748207,2.225811476753566,3.53352408284627,-2.224691397686098,-0.49784889645539376,-4.70378745940571,0.07864630570445191,3.0960720231673178,1.6909240636894454,20.41058066567794,1.337486158350392,2.941718605623382,0.33993734073966236
