radius,h_err,l_err,u_err,cs_err,sig_err,Btot_err,Breg_err,Bord_err,po_err,pB_err,pani_err,alphak_err,taue_err,taur_err,dkdc_err,mach_err,gamma_err
1.221815106875,0.03806783573032029,0.0035864030400929578,2.7608320002968925,1.6758049578226195,2.6512508011317917,4.08453122438727,4.585357124400105,4.186587073919459,3.1902157921137144,3.8545119024151635,-0.41156503542563205,1.4468912366047608,0.05567616643108621,0.03430062531694701,6.297154011522065,0.65900960424949,31.76379137892077
2.0363585118125,0.05795198698863936,0.004018797230659513,2.568218511129972,1.705869676338749,2.4621829849484307,3.289829208358788,2.9659975828145404,2.6450725826938672,2.643231462680102,3.4327329250062966,-0.21971565381137179,0.8526178877745987,0.06628629792457659,0.049577384436240865,6.5315050166897635,0.5986299420038834,13.328775359338326
2.85090191675,0.08377271163305608,0.004579314019070598,2.335058101826736,1.735679010141291,2.241451657058917,2.7553186963092573,2.332851327368597,2.053082715699652,1.2024550735850887,1.6343855912651906,-0.2618675632352843,0.5817831390850795,0.08220495907518567,0.07795138556427739,10.884259340197667,0.5320985281683082,9.667307651260309
3.685808906625,0.08605653241984193,0.004456266821475652,1.9398144049478432,1.76595000488397,1.8990379816840226,2.9118151125464076,1.7298687999509328,1.5879955730862423,1.3082158023498378,2.052344601850257,-0.1672090085677588,0.4183075864648296,0.09536799029599335,0.1371984583884811,8.506760952650433,0.4323551913771948,5.880257873881988
4.5207158965000005,0.09162452336695054,0.0042198796542480725,1.7808179764466698,1.7959210488558046,1.7851108367303272,3.2214764024863127,1.3370368847415488,1.3830047088560335,1.470501869547969,2.5424872826458054,-0.09802326167216728,0.2874705502151253,0.09751864643072869,0.1739280707379527,6.659887422313122,0.38860970518800164,3.6391652987196914
5.3352593014375005,0.11951405335563468,0.004537523426878129,1.815085837510022,1.8248640862118732,1.817857043469807,2.9435919375328883,1.1601077729005227,1.2141467489699524,0.8574058302445754,1.5130719387161127,-0.09302733115897555,0.2140137817553234,0.1020916629470836,0.18260689651697581,8.88645465763687,0.3883339989900083,3.0152279171704333
6.1701662913125,0.17134922469346434,0.00540116764129668,1.891980235978454,1.8542216748342655,1.8817370051965432,2.339736175861116,0.9820784162537528,0.9979163367591113,0.5402166116193071,0.8915300807018228,-0.11357567451846491,0.180540468253984,0.11575402763989256,0.19839205700968499,13.619227924450641,0.3969888739684979,2.484092367781172
6.9847096951875,0.26014915603642963,0.006739980577886216,1.951605090266661,1.8825599114408011,1.9333707127390873,1.7308345748879486,0.8745600959529561,0.8480672966672003,0.4141080843294516,0.42175202627715025,-0.17774439462713673,0.1614902213598239,0.13914840944780626,0.23276484850193557,27.18258214210919,0.4020975110418276,2.169123918535349
7.8196166850625,0.3359027459909067,0.007409900689096658,1.8820751159836506,1.9112958990198616,1.890559986578568,1.5308136394274032,0.8233771657836382,0.8119986039310152,0.44363856974718546,0.25144097277916744,-0.2359507103462337,0.133084301391506,0.15769336820421218,0.2943994488178697,43.72783685482212,0.38085295045931866,1.7862467410075307
8.63416009,0.31320655940262965,0.006754631720746343,1.6881496961170959,1.939029607340612,1.7780422469120558,1.7253676689827626,0.8132105540490965,0.8915966649560262,0.43690700038309116,0.25550784515026476,-0.24078675492041302,0.10618082001746221,0.159416626571611,0.38309969483934225,39.91606582323901,0.3358733096284299,1.5240263058698131
