 ,M31,M33,M51,NGC 6946
B_tot,0.07421765005664553,0.03720253871496225,0.07735318705290924,0.8214385478563538
B_reg,0.0693388288043122,0.036300709420911084,0.033954465837942975,0.0637987422064362
B_ord,0.05565543303236945,0.05532045817062825,0.0372505144912712,0.06934668559783343
