 ,M31,M33,M51,NGC 6946
B_tot,11.665313883217118,3.754406201679451,9.047994596401102,50.16310496562596
B_reg,10.137944600311451,4.957289690865913,4.208517939892196,7.036482036931379
B_ord,10.074238110481668,4.61584961783813,6.104461603448135,14.110095898183495
