 ,M31,M33,M51,NGC 6946
B_tot,0.5782367697938698,0.4983860192660823,0.5301970234959654,3.8910874234463004
B_reg,0.5025267555352407,0.6580651486976188,0.24661196039482008,0.545810845998692
B_ord,0.49936889495275966,0.612740016127223,0.35771101957564994,1.0945019597703427
