 ,M31,M33,M51,NGC 6946
B_tot,1.472972082477777,0.2665850558027456,1.2525719866581977,10.526638186018111
B_reg,1.3792223103432104,0.24849541666255615,0.5460714258440272,0.8063641545753387
B_ord,1.0985658147908528,0.4029550338458103,0.5701547703765075,0.8328768789938749
