h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
1.2025948389365662e+20,1.4362863119548121e+19,344991.57165006996,45668.37484171482,2082.992175822703,2098790147378.7332,1496208859749.49,7.615816658453738e-06,1.3234661732149112e-06,4.963177910732042e-06,-0.012795289011982704,-0.47209254645474685,3.409023850075512
1.8017206055739068e+20,1.5997317193386586e+19,320244.30268886697,44686.633488196196,1766.654554379851,2497207590348.819,2169312405685.8958,6.663973588478055e-06,1.105554441776956e-06,3.1648999253752225e-06,-0.013977257510782954,-0.5400426363384679,3.4009090339338903
2.549529651977396e+20,1.8082633901183992e+19,290284.51385392126,43765.60051413808,1930.9844157044784,3090802205238.1367,3423128515009.5,5.71448490169004e-06,1.0929418732180611e-06,2.5839989587639576e-06,-0.008703498542627856,-0.46848564332759235,5.470778525042454
2.5660824902627908e+20,1.7461916401220895e+19,240441.54606876193,42878.26242593081,3187.5700717266195,3578741210856.7104,6045354049170.879,6.052694468857875e-06,1.304936693685697e-06,1.8673585548454343e-06,-0.017029652942830504,-0.5137459446535224,4.1059525739116545
2.658922157440343e+20,1.6367998426113292e+19,219834.24669270398,42042.79613609856,3415.87180413758,3646455652493.684,7695070202199.159,6.669754826889331e-06,1.414358059781709e-06,1.38886974490316e-06,-0.027195681812957916,-0.5793426478978438,3.063185797188279
3.3633669723295364e+20,1.7398723496599206e+19,223011.50888429917,41273.04291492548,2605.7214122112964,3800209405518.729,8114547158525.468,6.20461508439035e-06,1.2873753750927244e-06,1.2494455164682362e-06,-0.01709188845091242,-0.5251800671854575,3.89316510224647
4.7097235742613825e+20,2.052792355014643e+19,231630.77600410086,40526.345584312294,2040.8492107479794,4295223233726.7188,8846780635810.553,5.017421607296928e-06,1.0408915736395544e-06,1.0941723511859134e-06,-0.01004030088942364,-0.49167648615393206,5.742414542749047
6.955326219004664e+20,2.5352234540506382e+19,237911.8218639069,39835.581433547384,1763.0556650613232,5141721077503.6455,10419919950570.58,3.814035903827569e-06,8.680406383643582e-07,1.0046303836704199e-06,-0.00487272980007617,-0.4442626437971808,10.95038754974871
8.551891513456368e+20,2.7367421958299976e+19,227661.51143375333,39162.974562262694,1864.1177793666602,5776369129426.848,13262829931350.955,3.4730798484829752e-06,9.130165871927272e-07,9.580966756847314e-07,-0.003528520522437319,-0.4301505094831695,16.176885571417483
7.675032266673679e+20,2.45935247989682e+19,202973.80253059405,38538.5563312052,2514.0374889956656,5800860721940.898,17345539015900.627,3.824268405006871e-06,1.1578656201697706e-06,9.438197686283588e-07,-0.004911243398075221,-0.44552623698868804,13.778920587424814
