r,v disp
1.221815106875,1941314.934380927
2.0363585118125,1654496.293802307
2.8712655016875,1521545.6988233875
3.685808906625,1623051.707799143
4.5207158965000005,1611679.0982230636
5.355622886375,1477228.8337149443
6.1701662913125,1477228.8337149443
6.9847096951875,1524348.3847411466
7.8196166850625,1582216.7826837264
8.6545236749375,1580563.6433276804
