h_err,l_err,u_err,cs_err,alphak_err,tau_err,taur_err,biso_err,bani_err,Bbar_err,tanpB_err,tanpb_err,dkdc_err
1.2466486308147677e+20,1.4556668736428528e+19,352971.0415957356,45668.37484171482,112336.63173815569,2114642390379.8103,1489889360122.9053,7.480043371577814e-06,3.709992558893571e-06,4.851506991964187e-06,-0.0926484182290994,0.3980052813739129,3.3826981971197116
1.6417143234919688e+20,1.5452542758472133e+19,300649.11434157006,44686.633488196196,67825.66961940614,2449103248107.67,2193177833877.0854,6.981169718377704e-06,2.915380685437106e-06,3.402935411516579e-06,-0.08867217231290933,0.48342581967239706,3.5603817277744154
2.3819678995364345e+20,1.7630413236191891e+19,276350.20242922957,43765.60051413808,46274.27623204879,3047166780603.198,3450616027078.4336,5.912064602482931e-06,2.542845886234739e-06,2.748044199897961e-06,-0.04283012360943964,0.41485010562049024,5.794596885614143
3.34838107080216e+20,1.9281697193805304e+19,294651.27868505754,42878.26242593081,30757.136672981553,3783559762638.473,5859033008737.676,5.298666912116688e-06,2.1411841557923935e-06,1.5173548941675403e-06,-0.05031911375250157,0.46982923007178035,3.4776146241267822
3.7944456459355364e+20,1.8686719040323355e+19,292467.8633554632,42042.79613609856,21025.297964230176,3928010861610.128,7379770486509.441,5.5832684986571555e-06,1.9922114241661443e-06,9.930508665552171e-07,-0.0648937609342606,0.5465249210293549,2.3204127120327462
4.1886441932363504e+20,1.8880827113418408e+19,267974.68044732726,41273.04291492548,16491.218664332962,3978683478710.568,7907744270161.841,5.559877675771759e-06,1.9063257709673668e-06,1.0379777296598254e-06,-0.0421403710555452,0.49570411935709985,3.254705993742742
5.604217569423412e+20,2.190179769685379e+19,267887.63126999524,40526.345584312294,14270.057970738746,4454312503049.555,8667634777660.867,4.599607898786517e-06,1.6037192861860324e-06,9.652257087393865e-07,-0.025895202720233337,0.4612258639780032,5.072763516073336
8.333903265206475e+20,2.7118950151186297e+19,276353.6962741741,39835.581433547384,12898.549313289615,5339902013824.156,10200593644601.865,3.4843301708172794e-06,1.3543344061286804e-06,8.922712949789281e-07,-0.01277004232691277,0.4085129609890497,9.734942006411345
1.124821335831375e+21,3.0309249326591476e+19,286769.13923792244,39162.974562262694,10521.674630748521,6117138241005.323,12842030217215.71,3.0283361916912182e-06,1.2955352659931962e-06,7.888279858288887e-07,-0.008148411223142471,0.3917595466808246,13.017407153360598
1.1294258652940518e+21,2.8400509261541765e+19,286948.7710597834,38538.5563312052,8236.511843155666,6289022684735.064,16574837088020.334,3.3328803208913053e-06,1.451222076345137e-06,6.886726337451247e-07,-0.008997935069161921,0.41307844606471933,9.139163810098626
