radius,h,l,u,cs,sig,Btot,Breg,Bord,po,pB,alphak,taue_e,tau_r,dkdc,mach no,gamma
1.221815106875,58.720041762362456,17.054731583038663,17.430960882692418,7.0674940217184865,18.80924956081395,36.69507625393676,11.97550460239519,17.248624553561097,25.787009657386385,19.10563993224597,4.077193160193372,0.9574428827847241,0.15377748726907642,1.79960042237729,2.4663566504799133,24.745888490540292
2.0363585118125,90.34686798023138,19.18182504329642,16.25913272276052,7.222763072109125,17.791225457853237,30.00015336427349,6.408651862627781,10.780739720356184,25.77092732709785,15.383423018832843,2.07182602649818,1.154467905904576,0.22257966869099488,1.6884781033242955,2.251095953229527,9.615306781699855
2.8712655016875,133.59740781005053,22.016780023465714,14.786282162480068,7.378523694502402,16.525034102803225,25.6501878328536,6.30304976245056,10.179596859204134,19.88687879900456,7.943062854134556,1.3055516697340865,1.4570824543170555,0.35448408702144735,2.972218827187855,2.0039621440122293,11.09920648457909
3.685808906625,138.98269755179618,21.542140948309623,12.372394344778373,7.527379793735006,14.482319854976064,25.863207574804193,3.984054641043501,8.251389508449607,25.155574929483304,9.140073267878392,0.8855582848554736,1.703822794393698,0.6161638520647064,2.2215896195088343,1.6436521982158843,5.688387224705497
4.5207158965000005,150.1178522491508,20.505218274104116,11.39301611266992,7.676962424920431,13.738142822710667,27.38470220657637,2.657247049817118,6.996806134529802,29.26840625961691,10.122308567428524,0.6230050577959304,1.761225642128018,0.7812824136238056,1.7356972441014547,1.4840526085794936,2.766016376741413
5.355622886375,198.77762050553466,22.189062062096955,11.650396820549602,7.823685678000511,14.033595535871147,24.97446937206588,2.8147923562972395,6.677022077066683,26.09938380139014,6.437907615919749,0.47129921684929627,1.8637495074159354,0.8211462915307184,2.4859417327682762,1.489118722306221,3.171129624533502
6.1701662913125,283.29072480843485,26.32589471842285,12.13636532946173,7.964225777622517,14.516206654877427,20.169418048076224,2.6879020853934277,5.789446770327268,23.217838434154523,4.038769846212014,0.4008749554978387,2.122676509387628,0.893069587646272,3.896588145583173,1.5238600296292304,3.259006968759745
6.9847096951875,432.0838330118346,32.903466258165125,12.534438894291245,8.102328485247277,14.925142722184285,15.352604530536404,2.600348225688034,5.159939095388656,20.341742243873774,2.0448020795504895,0.35195218656766936,2.5687750181709337,1.0486428713699865,7.993807315713299,1.5470168751012696,3.3927917605595415
7.8196166850625,566.220537038488,36.369543838238634,12.122688812003682,8.241482415036723,14.658840896538813,13.686990833884597,2.3848336710246723,4.95035546687467,20.553216736872745,1.2113001243778476,0.27106069397702914,2.935811800292302,1.325661404613307,12.743336087447139,1.4709354702845248,2.9702353844230855
8.6545236749375,536.6409681584797,33.263027028154205,10.894567524213073,8.37832548376283,13.743650877823832,14.244394645955254,2.148071812980482,4.969561561931672,22.49562671512889,1.1548508740235768,0.1954982306832607,2.9877282155873064,1.726343430898689,11.116150618674403,1.300327558928895,2.4686001074227484
