rel_err_q,rel_err_omega,rel_err_sigmagas,rel_err_sigmatot,rel_err_sigmasfr,rel_err_T
0.4112624152859891,0.25430073890161103,0.23059156251387983,0.10962526830724803,0.10962526830724803,0.12923498683232107
0.4555734541666548,0.3095491335509898,0.23059156251387988,0.10962526830724804,0.10962526830724803,0.1237383340476852
0.34489421401010706,0.3377893027766352,0.23059156251387988,0.10962526830724804,0.10962526830724804,0.1186901756467107
0.3845915806329789,0.3688856069855421,0.23059156251387988,0.10962526830724804,0.10962526830724804,0.11392612994396305
0.4763792678358254,0.3617998793634465,0.2305915625138799,0.10962526830724804,0.10962526830724803,0.10952976922127979
0.4092740522684356,0.3566705933136899,0.23059156251387988,0.10962526830724804,0.10962526830724803,0.10555576726904817
0.3614117317361348,0.3585011508752392,0.23059156251387988,0.10962526830724804,0.10962526830724804,0.10177096108495867
0.28233105290008076,0.3691987938682218,0.23059156251387988,0.10962526830724804,0.10962526830724803,0.09833119332567183
0.22186684933705247,0.40017976343875816,0.23059156251387988,0.10962526830724804,0.10962526830724804,0.09503866559445467
0.1895739236625079,0.44349143206652913,0.23059156251387988,0.10962526830724804,0.10962526830724804,0.09203221453279882
