r,ratio
0.7504,0.14527187468396702
1.257,0.14407919247102127
1.752,0.19543887314903796
2.259,0.2552797855957352
2.754,0.26452744404091777
3.249,0.323222069160311
3.756,0.47633018864611937
4.251,0.5293945258389797
4.758,0.7009473241722021
5.253,0.8199526143273003
5.748,1.0296401399640893
6.242999999999999,1.3820877458787928
6.75,1.6249605359401995
7.245,1.6928015023733527
7.752,1.5523307059338824
